source_date,stable_usage_key,liturgical_kind,celebration_id,mass_form,season,week,weekday,sunday_cycle,weekday_cycle,nigeria_calendar_title,primary_reference,primary_response,leaf_reference,leaf_response,gallery_reference,gallery_response,douay_rheims_full_text,rsvce_full_text,comparison_status
2025-09-30,NG|temporal|ordinary-time|26|tuesday||I,temporal,,,ordinary-time,26,tuesday,,I,"Saint Jerome, Priest, Doctor",,,"ps87:1-3,4-5,6-7(r.zechariah8:23)",God is with us.,"ps87:1b-3,4-5,6-7",God is with us.,"God is with us.

1b The foundations thereof are in the holy mountains:
2 The Lord loveth the gates of Sion above all the tabernacles of Jacob.
3 Glorious things are said of thee, O city of God.
4 I will be mindful of Rahab and of Babylon knowing me. Behold the foreigners, and Tyre, and the people of the Ethiopians, these were there.
5 Shall not Sion say: This man and that man is born in her? and the Highest himself hath founded her.
6 The Lord shall tell in his writings of peoples and of princes, of them that have been in her.
7 The dwelling in thee is as it were of all rejoicing.","God is with us.

On the holy mount stands the city he founded; the LORD loves the gates of Zion more than all the dwelling places of Jacob. Glorious things are spoken of you, O city of God. [Selah]

Among those who know me I mention Rahaband Babylon; behold, Philistia and Tyre, with Ethiopia-- ""This one was born there,"" they say. And of Zion it shall be said,""This one and that one were born in her""; for the Most High himself will establish her.

The LORD records as he registers the peoples, ""This one was born there."" [Selah] Singers and dancers alike say, ""All my springs are in you.""",same_numbered_verses_reference_variant
2025-10-01,NG|celebration|our_lady_queen_of_nigeria|day||,celebration,our_lady_queen_of_nigeria,day,,,,,,"Our Lady, Queen and Patroness of Nigeria Solemnity",,,"ps137:1-2,3,4-5,6r.(6ab)",O let my tongue cleave to my palate if I remember you not,"ps137:1-2,3,4-5,6",Let my tongue be silenced if I ever forget you!,"Let my tongue be silenced if I ever forget you!

1 Upon the rivers of Babylon, there we sat and wept: when we remembered Sion:
2 On the willows in the midst thereof we hung up our instruments.
3 For there they that led us into captivity required of us the words of songs. And they that carried us away, said: Sing ye to us a hymn of the songs of Sion.
4 How shall we sing the song of the Lord in a strange land?
5 If I forget thee, O Jerusalem, let my right hand be forgotten.
6 Let my tongue cleave to my jaws, if I do not remember thee: If I make not Jerusalem the beginning of my joy.","O let my tongue cleave to my palate if I remember you not

By the waters of Babylon, there we sat down and wept, when we remembered Zion. On the willows there we hung up our lyres.

For there our captors required of us songs,and our tormentors, mirth, saying, ""Sing us one of the songs of Zion!""

How shall we sing the LORD's song in a foreign land? If I forget you, O Jerusalem, let my right hand wither!

Let my tongue cleave to the roof of my mouth,if I do not remember you, if I do not set Jerusalem above my highest joy!",reference_match_translation_response
2025-10-02,NG|celebration|guardian_angels|day||,celebration,guardian_angels,day,,,,,,The Holy Guardian Angels,,,"ps19:8,9,10,11(r.9ab)",The precepts of the Lord are right; they gladden the heart.,"ps19:8,9,10,11",The precepts of the Lord give joy to the heart.,"The precepts of the Lord give joy to the heart.

8 The law of the Lord is unspotted, converting souls: the testimony of the Lord is faithful, giving wisdom to little ones.
9 The justices of the Lord are right, rejoicing hearts: the commandment of the Lord is lightsome, enlightening the eyes.
10 The fear of the Lord is holy, enduring for ever and ever: the judgments of the Lord are true, justified in themselves.
11 More to be desired than gold and many precious stones: and sweeter than honey and the honeycomb.","The precepts of the Lord are right; they gladden the heart.

The law of the LORD is perfect,reviving the soul; the testimony of the LORD is sure, making wise the simple;

the precepts of the LORD are right,rejoicing the heart; the commandment of the LORD is pure, enlightening the eyes;

the fear of the LORD is clean, enduring for ever;the ordinances of the LORD are true, and righteous altogether.

More to be desired are they than gold,even much fine gold; sweeter also than honey and drippings of the honeycomb.",reference_match_translation_response
2025-10-03,NG|temporal|ordinary-time|26|friday||I,temporal,,,ordinary-time,26,friday,,I,"Saint Thérèse of the Child Jesus, Virgin, Doctor",,,"ps79:1-2,3-5,8,9(r.9bc)","For the sake of the glory of your name, free us O Lord.","ps79:1b-2,3-5,8,9","For the glory of your name, O Lord, deliver us.","For the glory of your name, O Lord, deliver us.

1 O God, the heathens are come into thy inheritance, they have defiled thy holy temple: they have made Jerusalem as a place to keep fruit.
2 They have given the dead bodies of thy servants to be meat for the fowls of the air: the flesh of thy saints for the beasts of the earth.
3 They have poured out their blood as water, round about Jerusalem and there was none to bury them.
4 We are become a reproach to our neighbours: a scorn and derision to them that are round about us.
5 How long, O Lord, wilt thou be angry for ever: shall thy zeal be kindled like a fire?
8 Remember not our former iniquities: let thy mercies speedily prevent us, for we are become exceeding poor.
9 Help us, O God, our saviour: and for the glory of thy name, O Lord, deliver us: and forgive us our sins for thy name’s sake:","For the sake of the glory of your name, free us O Lord.

O God, the heathen have come into thy inheritance;they have defiled thy holy temple; they have laid Jerusalem in ruins. They have given the bodies of thy servantsto the birds of the air for food, the flesh of thy saints to the beasts of the earth.

They have poured out their blood like water round about Jerusalem, and there was none to bury them. We have become a taunt to our neighbors, mocked and derided by those round about us. How long, O LORD? Wilt thou be angry for ever? Will thy jealous wrath burn like fire?

Do not remember against us the iniquities of our forefathers;let thy compassion come speedily to meet us, for we are brought very low.

Help us, O God of our salvation,for the glory of thy name; deliver us, and forgive our sins, for thy name's sake!",same_numbered_verses_reference_variant
2025-10-04,NG|temporal|ordinary-time|26|saturday||I,temporal,,,ordinary-time,26,saturday,,I,Saint Francis of Assisi,,,"ps69:33-35,36-37(r.34a)",The Lord listens to the needy.,"ps69:33-35,36-37",The Lord listens to the poor.,"The Lord listens to the poor.

33 Let the poor see and rejoice: seek ye God, and your soul shall live.
34 For the Lord hath heard the poor: and hath not despised his prisoners.
35 Let the heavens and the earth praise him; the sea, and every thing that creepeth therein.
36 For God will save Sion, and the cities of Juda shall be built up. And they shall dwell there, and acquire it by inheritance.
37 And the seed of his servants shall possess it; and they that love his name shall dwell therein.","The Lord listens to the needy.

Let the oppressed see it and be glad;you who seek God, let your hearts revive. For the LORD hears the needy, and does not despise his own that are in bonds. Let heaven and earth praise him, the seas and everything that moves therein.

For God will save Zion and rebuild the cities of Judah; and his servants shall dwell there and possess it; the children of his servants shall inherit it, and those who love his name shall dwell in it.",reference_match_translation_response
2025-10-05,NG|temporal|ordinary-time|27|sunday|C|,temporal,,,ordinary-time,27,sunday,C,,27th Sunday in Ordinary Time,,,"ps95:1-2,6-7,8-9r.(8)",O that today you would listen to his voice! Harden not your hearts,"ps95:1-2,6-7,8-9","If today you hear his voice, harden not your hearts.","If today you hear his voice, harden not your hearts.

1 Come let us praise the Lord with joy: let us joyfully sing to God our saviour.
2 Let us come before his presence with thanksgiving; and make a joyful noise to him with psalms.
6 Come let us adore and fall down: and weep before the Lord that made us.
7 For he is the Lord our God: and we are the people of his pasture and the sheep of his hand.
8 Today if you shall hear his voice, harden not your hearts:
9 As in the provocation, according to the day of temptation in the wilderness: where your fathers tempted me, they proved me, and saw my works.","O that today you would listen to his voice! Harden not your hearts

O come, let us sing to the LORD; let us make a joyful noise to the rock of our salvation! Let us come into his presence with thanksgiving; let us make a joyful noise to him with songs of praise!

O come, let us worship and bow down, let us kneel before the LORD, our Maker! For he is our God, and we are the people of his pasture,and the sheep of his hand. O that today you would hearken to his voice!

Harden not your hearts, as at Meribah, as on the day at Massah in the wilderness, when your fathers tested me, and put me to the proof, though they had seen my work.",reference_match_translation_response
2025-10-06,NG|temporal|ordinary-time|27|monday||I,temporal,,,ordinary-time,27,monday,,I,"Monday of week 27 in Ordinary Time or Saint Bruno, Priest",,,,,"jonah2:3,4,5,8","You will rescue my life from the pit, O Lord.","You will rescue my life from the pit, O Lord.

3 And he said: I cried out of my affliction to the Lord, and he heard me: I cried out of the belly of hell, and thou hast heard my voice.
4 And thou hast cast me forth into the deep in the heart of the sea, and a flood hath compassed me: all thy billows, and thy waves have passed over me.
5 And I said: I am cast away out of the sight of thy eyes: but yet I shall see thy holy temple again.
8 When my soul was in distress within me, I remembered the Lord: that my prayer may come to thee, unto thy holy temple.","You will rescue my life from the pit, O Lord.

For thou didst cast me into the deep, into the heart of the seas, and the flood was round about me; all thy waves and thy billows passed over me.

Then I said, 'I am cast out from thy presence; how shall I again look upon thy holy temple?'

The waters closed in over me, the deep was round about me; weeds were wrapped about my head

Those who pay regard to vain idols forsake their true loyalty.",reference_and_response_match
2025-10-07,NG|temporal|ordinary-time|27|tuesday||I,temporal,,,ordinary-time,27,tuesday,,I,Our Lady of the Rosary,,,"ps130:1-2,3-4,7bc-8(r.3)","If you, O Lord, should mark iniquities, Lord, who could stand?","ps130:1b-2,3-4ab,7-8","If you, O Lord, mark iniquities, who can stand?","If you, O Lord, mark iniquities, who can stand?

1b Out of the depths I have cried to thee, O Lord:
2 Lord, hear my voice. Let thy ears be attentive to the voice of my supplication.
3 If thou, O Lord, wilt mark iniquities: Lord, who shall stand it.
4ab For with thee there is merciful forgiveness: and by reason of thy law.
7 Because with the Lord there is mercy: and with him plentiful redemption.
8 And he shall redeem Israel from all his iniquities.","If you, O Lord, should mark iniquities, Lord, who could stand?

Out of the depths I cry to thee, O LORD! Lord, hear my voice! Let thy ears be attentive to the voice of my supplications!

If thou, O LORD, shouldst mark iniquities, Lord, who could stand? But there is forgiveness with thee, that thou mayest be feared.

O Israel, hope in the LORD!For with the LORD there is steadfast love, and with him is plenteous redemption. And he will redeem Israel from all his iniquities.",same_numbered_verses_reference_variant
2025-10-08,NG|temporal|ordinary-time|27|wednesday||I,temporal,,,ordinary-time,27,wednesday,,I,Wednesday of week 27 in Ordinary Time,,,"ps86:3-4,5-6,9-10(r.15)","You are slow to anger, O Lord, and abundant in mercy.","ps86:3-4,5-6,9-10","Lord, you are merciful and gracious.","Lord, you are merciful and gracious.

3 Have mercy on me, O Lord, for I have cried to thee all the day.
4 Give joy to the soul of thy servant, for to thee, O Lord, I have lifted up my soul.
5 For thou, O Lord, art sweet and mild: and plenteous in mercy to all that call upon thee.
6 Give ear, O Lord, to my prayer: and attend to the voice of my petition.
9 All the nations thou hast made shall come and adore before thee, O Lord: and they shall glorify thy name.
10 For thou art great and dost wonderful things: thou art God alone.","You are slow to anger, O Lord, and abundant in mercy.

be gracious to me, O Lord, for to thee do I cry all the day. Gladden the soul of thy servant, for to thee, O Lord, do I lift up my soul.

For thou, O Lord, art good and forgiving, abounding in steadfast love to all who call on thee. Give ear, O LORD, to my prayer; hearken to my cry of supplication.

All the nations thou hast made shall come and bow down before thee, O Lord, and shall glorify thy name. For thou art great and doest wondrous things, thou alone art God.",reference_match_translation_response
2025-10-09,NG|temporal|ordinary-time|27|thursday||I,temporal,,,ordinary-time,27,thursday,,I,"Thursday of week 27 in Ordinary Time or Saints Denis, Bishop, and his Companions, Martyrs or Saint John Leonardi, Priest",,,"ps1:1-2,3,4,6(psalm40:5ab)",Blessed the man who has placed his trust in the Lord.,"ps1:1-2,3,4,6",Blessed are they who hope in the Lord.,"Blessed are they who hope in the Lord.

1 Blessed is the man who hath not walked in the counsel of the ungodly, nor stood in the way of sinners, nor sat in the chair of pestilence.
2 But his will is in the law of the Lord, and on his law he shall meditate day and night.
3 And he shall be like a tree which is planted near the running waters, which shall bring forth its fruit, in due season. And his leaf shall not fall off: and all whatsoever he shall do shall prosper.
4 Not so the wicked, not so: but like the dust, which the wind driveth from the face of the earth.
6 For the Lord knoweth the way of the just: and the way of the wicked shall perish.","Blessed the man who has placed his trust in the Lord.

Blessed is the man who walks not in the counsel of the wicked,nor stands in the way of sinners, nor sits in the seat of scoffers; but his delight is in the law of the LORD, and on his law he meditates day and night.

He is like a tree planted by streams of water,that yields its fruit in its season,and its leaf does not wither. In all that he does, he prospers.

The wicked are not so, but are like chaff which the wind drives away.

for the LORD knows the way of the righteous, but the way of the wicked will perish.",reference_match_translation_response
2025-10-10,NG|temporal|ordinary-time|27|friday||I,temporal,,,ordinary-time,27,friday,,I,Friday of week 27 in Ordinary Time,,,"ps9:2-3,6,16,8-9(r.9a)",The Lord will judge the world with justice,"ps9:2-3,6,16,8-9",The Lord will judge the world with justice.,"The Lord will judge the world with justice.

2 I will give praise to thee, O Lord, with my whole heart: I will relate all thy wonders.
3 I will be glad and rejoice in thee: I will sing to thy name, O thou most high.
6 Thou hast rebuked the Gentiles, and the wicked one hath perished: thou hast blotted out their name for ever and ever.
16 I will rejoice in thy salvation: the Gentiles have stuck fast in the destruction which they have prepared. Their foot hath been taken in the very snare which they hid.
8 But the Lord remaineth for ever. He hath prepared his throne in judgment:
9 And he shall judge the world in equity, he shall judge the people in justice.","The Lord will judge the world with justice

I will give thanks to the LORD with my whole heart; I will tell of all thy wonderful deeds. I will be glad and exult in thee, I will sing praise to thy name, O Most High.

Thou hast rebuked the nations,thou hast destroyed the wicked; thou hast blotted out their name for ever and ever.

The nations have sunk in the pit which they made; in the net which they hid has their own foot been caught.

But the LORD sits enthroned for ever, he has established his throne for judgment; and he judges the world with righteousness, he judges the peoples with equity.",reference_and_response_match
2025-10-11,NG|temporal|ordinary-time|27|saturday||I,temporal,,,ordinary-time,27,saturday,,I,"Saturday of week 27 in Ordinary Time or Saint John XXIII, Pope or Saturday memorial of the Blessed Virgin Mary",,,"ps97:1-2,5-6,11-12(r.12a)","Rejoice in the Lord, you just.","ps97:1-2,5-6,11-12","Rejoice in the Lord, you just!","Rejoice in the Lord, you just!

1 For the same David, when his land was restored again to him. The Lord hath reigned, let the earth rejoice: let many islands be glad.
2 Clouds and darkness are round about him: justice and judgment are the establishment of his throne.
5 The mountains melted like wax, at the presence of the Lord: at the presence of the Lord of all the earth.
6 The heavens declared his justice: and all people saw his glory.
11 Light is risen to the just, and joy to the right of heart.
12 Rejoice, ye just, in the Lord: and give praise to the remembrance of his holiness.","Rejoice in the Lord, you just.

The LORD reigns; let the earth rejoice; let the many coastlands be glad! Clouds and thick darkness are round about him; righteousness and justice are the foundation of his throne.

The mountains melt like wax before the LORD, before the Lord of all the earth. The heavens proclaim his righteousness; and all the peoples behold his glory.

Light dawns for the righteous, and joy for the upright in heart. Rejoice in the LORD, O you righteous, and give thanks to his holy name!",reference_and_response_match
2025-10-12,NG|temporal|ordinary-time|28|sunday|C|,temporal,,,ordinary-time,28,sunday,C,,28th Sunday in Ordinary Time,,,"ps98:1,2-3,3-4r.(2b)",The Lord has revealed to the nations his saving power,"ps98:1,2-3ab,3c-4",The Lord has revealed to the nations his saving power.,"The Lord has revealed to the nations his saving power.

1 Sing ye to the Lord anew canticle: because he hath done wonderful things. His right hand hath wrought for him salvation, and his arm is holy.
2 The Lord hath made known his salvation: he hath revealed his justice in the sight of the Gentiles.
3ab He hath remembered his mercy his truth toward the house of Israel.
3c All the ends of the earth have seen the salvation of our God.
4 Sing joyfully to God, all the earth; make melody, rejoice and sing.","The Lord has revealed to the nations his saving power

O sing to the LORD a new song,for he has done marvelous things! His right hand and his holy arm have gotten him victory.

The LORD has made known his victory, he has revealed his vindication in the sight of the nations. He has remembered his steadfast loveand faithfulness to the house of Israel. All the ends of the earth have seen the victory of our God.

He has remembered his steadfast loveand faithfulness to the house of Israel. All the ends of the earth have seen the victory of our God. Make a joyful noise to the LORD, all the earth; break forth into joyous song and sing praises!",same_numbered_verses_reference_variant
2025-10-13,NG|temporal|ordinary-time|28|monday||I,temporal,,,ordinary-time,28,monday,,I,Monday of week 28 in Ordinary Time,,,"ps98:1,2-3ab,3cd-4(r.2a)",The Lord has made known his salvation.,"ps98:1,2-3ab,3cd-4",The Lord has made known his salvation.,"The Lord has made known his salvation.

1 Sing ye to the Lord anew canticle: because he hath done wonderful things. His right hand hath wrought for him salvation, and his arm is holy.
2 The Lord hath made known his salvation: he hath revealed his justice in the sight of the Gentiles.
3ab He hath remembered his mercy his truth toward the house of Israel.
3cd All the ends of the earth have seen the salvation of our God.
4 Sing joyfully to God, all the earth; make melody, rejoice and sing.","The Lord has made known his salvation.

O sing to the LORD a new song,for he has done marvelous things! His right hand and his holy arm have gotten him victory.

The LORD has made known his victory, he has revealed his vindication in the sight of the nations. He has remembered his steadfast loveand faithfulness to the house of Israel. All the ends of the earth have seen the victory of our God.

He has remembered his steadfast loveand faithfulness to the house of Israel. All the ends of the earth have seen the victory of our God. Make a joyful noise to the LORD, all the earth; break forth into joyous song and sing praises!",reference_and_response_match
2025-10-14,NG|temporal|ordinary-time|28|tuesday||I,temporal,,,ordinary-time,28,tuesday,,I,"Tuesday of week 28 in Ordinary Time or Saint Callistus, Pope, Martyr",,,"ps19:2-3,4-5(r.2a)",The heavens declare the glory of God.,"ps19:2-3,4-5",The heavens proclaim the glory of God.,"The heavens proclaim the glory of God.

2 The heavens shew forth the glory of God, and the firmament declareth the work of his hands.
3 Day to day uttereth speech, and night to night sheweth knowledge.
4 There are no speeches nor languages, where their voices are not heard.
5 Their sound hath gone forth into all the earth: and their words unto the ends of the world.","The heavens declare the glory of God.

The heavens are telling the glory of God; and the firmament proclaims his handiwork. Day to day pours forth speech, and night to night declares knowledge.

There is no speech,nor are there words; their voice is not heard; yet their voice goes out through all the earth,and their words to the end of the world. In them he has set a tent for the sun,",reference_match_translation_response
2025-10-15,NG|temporal|ordinary-time|28|wednesday||I,temporal,,,ordinary-time,28,wednesday,,I,"Saint Teresa of Ávila, Virgin, Doctor",,,"ps62:2-3,6-7,9r.(13b)","O Lord, you repay each man according to his deeds","ps62:2-3,6-7,9","Lord, you give back to everyone according to his works.","Lord, you give back to everyone according to his works.

2 Shall not my soul be subject to God? for from him is my salvation.
3 For he is my God and my saviour: he is my protector, I shall be moved no more.
6 But be thou, O my soul, subject to God: for from him is my patience.
7 For he is my God and my saviour: he is my helper, I shall not be moved.
9 Trust in him, all ye congregation of people: pour out your hearts before him. God is our helper for ever.","O Lord, you repay each man according to his deeds

For God alone my soul waits in silence; from him comes my salvation. He only is my rock and my salvation, my fortress; I shall not be greatly moved.

For God alone my soul waits in silence, for my hope is from him. He only is my rock and my salvation, my fortress; I shall not be shaken.

Trust in him at all times,O people; pour out your heart before him; God is a refuge for us. [Selah]",reference_match_translation_response
2025-10-16,NG|temporal|ordinary-time|28|thursday||I,temporal,,,ordinary-time,28,thursday,,I,"Thursday of week 28 in Ordinary Time or Saint Hedwig, Religious or Saint Margaret Mary Alacoque, Virgin",,,"ps130:1-2,3-4,5-6ab(r.7bc)","For with the Lord there is mercy, in him is plentiful redemption.","ps130:1b-2,3-4,5-6ab","With the Lord there is mercy, and fullness of redemption.","With the Lord there is mercy, and fullness of redemption.

1 Out of the depths I have cried to thee, O Lord:
2 Lord, hear my voice. Let thy ears be attentive to the voice of my supplication.
3 If thou, O Lord, wilt mark iniquities: Lord, who shall stand it.
4 For with thee there is merciful forgiveness: and by reason of thy law, I have waited for thee, O Lord.
5 My soul hath relied on his word. My soul hath hoped in the Lord.
6 From the morning watch even until night, let Israel hope in the Lord.","For with the Lord there is mercy, in him is plentiful redemption.

Out of the depths I cry to thee, O LORD! Lord, hear my voice! Let thy ears be attentive to the voice of my supplications!

If thou, O LORD, shouldst mark iniquities, Lord, who could stand? But there is forgiveness with thee, that thou mayest be feared.

I wait for the LORD, my soul waits, and in his word I hope; my soul waits for the LORDmore than watchmen for the morning, more than watchmen for the morning.",same_numbered_verses_reference_variant
2025-10-17,NG|temporal|ordinary-time|28|friday||I,temporal,,,ordinary-time,28,friday,,I,"Saint Ignatius of Antioch, Bishop, Martyr",,,"ps32:1-2,5,11(r.7)",You are a hiding place for me; you surround me with cries of deliverance,"ps32:1b-2,5,11","I turn to you, Lord, in time of trouble, and you fill me with the joy of salvation.","I turn to you, Lord, in time of trouble, and you fill me with the joy of salvation.

1 Blessed are they whose iniquities are forgiven, and whose sins are covered.
2 Blessed is the man to whom the Lord hath not imputed sin, and in whose spirit there is no guile.
5 I have acknowledged my sin to thee, and my injustice I have not concealed. I said I will confess against myself my injustice to the Lord: and thou hast forgiven the wickedness of my sin.
11 Be glad in the Lord, and rejoice, ye just, and glory, all ye right of heart.","You are a hiding place for me; you surround me with cries of deliverance

Blessed is he whose transgression is forgiven, whose sin is covered. Blessed is the man to whom the LORD imputes no iniquity, and in whose spirit there is no deceit.

I acknowledged my sin to thee,and I did not hide my iniquity; I said,""I will confess my transgressions to the LORD""; then thou didst forgive the guilt of my sin. [Selah]

Be glad in the LORD, and rejoice,O righteous, and shout for joy, all you upright in heart!",same_numbered_verses_reference_variant
2025-10-18,NG|temporal|ordinary-time|28|saturday||I,temporal,,,ordinary-time,28,saturday,,I,"Saint Luke, Evangelist Feast",,,"ps145:10-11,12-13ab,17-18(r.12ab)","Your saints, O Lord, make known the glory of your reign.","ps145:10-11,12-13,17-18","Your friends make known, O Lord, the glorious splendor of your Kingdom.","Your friends make known, O Lord, the glorious splendor of your Kingdom.

10 Let all thy works, O lord, praise thee: and let thy saints bless thee.
11 They shall speak of the glory of thy kingdom: and shall tell of thy power:
12 To make thy might known to the sons of men: and the glory of the magnificence of thy kingdom.
13 Thy kingdom is a kingdom of all ages: and thy dominion endureth throughout all generations. The Lord is faithful in all his words: and holy in all his works.
17 The Lord is just in all his ways: and holy in all his works.
18 The Lord is nigh unto all them that call upon him: to all that call upon him in truth.","Your saints, O Lord, make known the glory of your reign.

All thy works shall give thanks to thee, O LORD, and all thy saints shall bless thee! They shall speak of the glory of thy kingdom, and tell of thy power,

to make known to the sons of men thy mighty deeds, and the glorious splendor of thy kingdom. Thy kingdom is an everlasting kingdom,and thy dominion endures throughout all generations. The LORD is faithful in all his words, and gracious in all his deeds.

The LORD is just in all his ways, and kind in all his doings. The LORD is near to all who call upon him, to all who call upon him in truth.",same_numbered_verses_reference_variant
2025-10-19,NG|temporal|ordinary-time|29|sunday|C|,temporal,,,ordinary-time,29,sunday,C,,29th Sunday in Ordinary Time,,,"ps121:1-2,3-4,5-6,7-8r.(2)","Our help comes from the Lord, who made heaven and earth","ps121:1-2,3-4,5-6,7-8","Our help is from the Lord, who made heaven and earth.","Our help is from the Lord, who made heaven and earth.

1 I have lifted up my eyes to the mountains, from whence help shall come to me.
2 My help is from the Lord, who made heaven and earth.
3 May he not suffer thy foot to be moved: neither let him slumber that keepeth thee.
4 Behold he shall neither slumber nor sleep, that keepeth Israel.
5 The Lord is thy keeper, the Lord is thy protection upon thy right hand.
6 The sun shall not burn thee by day: nor the moon by night.
7 The Lord keepeth thee from all evil: may the Lord keep thy soul.
8 May the Lord keep thy going in and thy going out; from henceforth now and for ever.","Our help comes from the Lord, who made heaven and earth

I lift up my eyes to the hills. From whence does my help come? My help comes from the LORD, who made heaven and earth.

He will not let your foot be moved, he who keeps you will not slumber. Behold, he who keeps Israel will neither slumber nor sleep.

The LORD is your keeper; the LORD is your shade on your right hand. The sun shall not smite you by day, nor the moon by night.

The LORD will keep you from all evil; he will keep your life. The LORD will keep your going out and your coming in from this time forth and for evermore.",reference_match_translation_response
2025-10-20,NG|temporal|ordinary-time|29|monday||I,temporal,,,ordinary-time,29,monday,,I,Monday of week 29 in Ordinary Time,,,,,"luke1:69-70,71-72,73-75","Blessed be the Lord, the God of Israel; he has come to his people.","Blessed be the Lord, the God of Israel; he has come to his people.

69 And hath raised up an horn of salvation to us, in the house of David his servant:
70 As he spoke by the mouth of his holy prophets, who are from the beginning:
71 Salvation from our enemies, and from the hand of all that hate us:
72 To perform mercy to our fathers, and to remember his holy testament,
73 The oath, which he swore to Abraham our father, that he would grant to us,
74 That being delivered from the hand of our enemies, we may serve him without fear,
75 In holiness and justice before him, all our days.","Blessed be the Lord, the God of Israel; he has come to his people.

and has raised up a horn of salvation for us in the house of his servant David, as he spoke by the mouth of his holy prophets from of old,

that we should be saved from our enemies, and from the hand of all who hate us; to perform the mercy promised to our fathers, and to remember his holy covenant,

the oath which he swore to our father Abraham, to grant us that we, being delivered from the hand of our enemies, might serve him without fear, in holiness and righteousness before him all the days of our life.",reference_and_response_match
2025-10-21,NG|temporal|ordinary-time|29|tuesday||I,temporal,,,ordinary-time,29,tuesday,,I,Tuesday of week 29 in Ordinary Time,,,"ps40:7-8a,8b-9,10,17(r.8a,9a)","See, I have come, Lord, to do your will.","ps40:7-8a,8b-9,10,17","Here I am, Lord; I come to do your will.","Here I am, Lord; I come to do your will.

7 Sacrifice and oblation thou didst not desire; but thou hast pierced ears for me. Burnt offering and sin offering thou didst not require:
8a Then said I, Behold I come.
8b In the head of the book it is written of me
9 That I should do thy will: O my God, I have desired it, and thy law in the midst of my heart.
10 I have declared thy justice in a great church, lo, I will not restrain my lips: O Lord, thou knowest it.
17 Let all that seek thee rejoice and be glad in thee: and let such as love thy salvation say always: The Lord be magnified.","See, I have come, Lord, to do your will.

Sacrifice and offering thou dost not desire;but thou hast given me an open ear.  Burnt offering and sin offering thou hast not required. Then I said, ""Lo, I come; in the roll of the book it is written of me;

Then I said, ""Lo, I come; in the roll of the book it is written of me; I delight to do thy will, O my God; thy law is within my heart.""

I have told the glad news of deliverance in the great congregation;lo, I have not restrained my lips, as thou knowest, O LORD.

But may all who seek thee rejoice and be glad in thee;may those who love thy salvation say continually, ""Great is the LORD!""",reference_match_translation_response
2025-10-22,NG|temporal|ordinary-time|29|wednesday||I,temporal,,,ordinary-time,29,wednesday,,I,"Wednesday of week 29 in Ordinary Time or Saint John Paul II, Pope",,,"ps124:1-3,4-6,7-8(r.8a)",Our help is in the name of the Lord.,"ps124:1b-3,4-6,7-8",Our help is in the name of the Lord.,"Our help is in the name of the Lord.

2 If it had not been that the Lord was with us, When men rose up against us,
3 Perhaps they had swallowed us up alive. When their fury was enkindled against us,
4 Perhaps the waters had swallowed us up.
5 Our soul hath passed through a torrent: perhaps our soul had passed through a water insupportable.
6 Blessed be the Lord, who hath not given us to be a prey to their teeth.
7 Our soul hath been delivered as a sparrow out of the snare of the fowlers. The snare is broken, and we are delivered.
8 Our help is in the name of the Lord, who made heaven and earth.","Our help is in the name of the Lord.

If it had not been the LORD who was on our side, let Israel now say-- if it had not been the LORD who was on our side, when men rose up against us, then they would have swallowed us up alive, when their anger was kindled against us;

then the flood would have swept us away, the torrent would have gone over us; then over us would have gone the raging waters. Blessed be the LORD, who has not given us as prey to their teeth!

We have escaped as a bird from the snare of the fowlers; the snare is broken, and we have escaped! Our help is in the name of the LORD, who made heaven and earth.",same_numbered_verses_reference_variant
2025-10-23,NG|temporal|ordinary-time|29|thursday||I,temporal,,,ordinary-time,29,thursday,,I,"Thursday of week 29 in Ordinary Time or Saint John of Capistrano, Priest",,,"ps1:1-2,3,4,6(r.psalm40:5ab)",Blessed the man who has placed his trust in the Lord.,"ps1:1-2,3,4,6",Blessed are they who hope in the Lord.,"Blessed are they who hope in the Lord.

1 Blessed is the man who hath not walked in the counsel of the ungodly, nor stood in the way of sinners, nor sat in the chair of pestilence.
2 But his will is in the law of the Lord, and on his law he shall meditate day and night.
3 And he shall be like a tree which is planted near the running waters, which shall bring forth its fruit, in due season. And his leaf shall not fall off: and all whatsoever he shall do shall prosper.
4 Not so the wicked, not so: but like the dust, which the wind driveth from the face of the earth.
6 For the Lord knoweth the way of the just: and the way of the wicked shall perish.","Blessed the man who has placed his trust in the Lord.

Blessed is the man who walks not in the counsel of the wicked,nor stands in the way of sinners, nor sits in the seat of scoffers; but his delight is in the law of the LORD, and on his law he meditates day and night.

He is like a tree planted by streams of water,that yields its fruit in its season,and its leaf does not wither. In all that he does, he prospers.

The wicked are not so, but are like chaff which the wind drives away.

for the LORD knows the way of the righteous, but the way of the wicked will perish.",reference_match_translation_response
