source,day_label,lect_num,type,reference,rendered_first_line,best_source_line,source_method,source_confidence,issue
standard,Lent/After Ash Wed/Ash Wednesday/I/II,219,first_reading,Joel 2:12-18,"12. ""Yet even now,"" says the LORD, ""return to me with all your heart, with fasting, with weeping, and with mourning;","Even now,"" says the Lord,",weekday_direct,100,substantive_mismatch
standard,Lent/After Ash Wed/Ash Wednesday/I/II,219,gospel,Matt 6:1-18,"Jesus said to his disciples: ""Beware of practicing your piety before men in order to be seen by them; for then you will have no reward from your Father who is in heaven.",,,0,no_authoritative_source
standard,Lent/After Ash Wed/Ash Wednesday/I/II,219,first_reading,Joel 2:12-18,"12. ""Yet even now,"" says the LORD, ""return to me with all your heart, with fasting, with weeping, and with mourning;","Even now,"" says the Lord,",weekday_direct,100,substantive_mismatch
standard,Lent/After Ash Wed/Ash Wednesday/I/II,219,gospel,Matt 6:1-18,"Jesus said to his disciples: ""Beware of practicing your piety before men in order to be seen by them; for then you will have no reward from your Father who is in heaven.",,,0,no_authoritative_source
standard,Lent/After Ash Wed/Ash Wednesday/I/II,219,first_reading,Joel 2:12-18,"12. ""Yet even now,"" says the LORD, ""return to me with all your heart, with fasting, with weeping, and with mourning;","Even now,"" says the Lord,",weekday_direct,100,substantive_mismatch
standard,Lent/After Ash Wed/Ash Wednesday/I/II,219,gospel,Matt 6:1-18,"Jesus said to his disciples: ""Beware of practicing your piety before men in order to be seen by them; for then you will have no reward from your Father who is in heaven.",,,0,no_authoritative_source
standard,Lent/1/Sunday/A,,first_reading,Gen 2:7-9; 3:1-7,"In the beginning: The LORD God formed man of dust from the ground, and breathed into his nostrils the breath of life; and man became a living being.","THE LORD God formed man out of the clay of the ground and blew into his nostrils the breath of life,",sunday_column_left,100,substantive_mismatch
standard,Lent/1/Sunday/A,,gospel,Matt 4:4b,At that time: By every word that proceeds from the mouth of God,AT that time Jesus was led by the Spirit into the desert,sunday_column_right,100,substantive_mismatch
standard,Lent/1/Sunday/B,,first_reading,Gen 9:8-15,"In the beginning: God said to Noah and to his sons with him,","GOD said to Noah and to his sons with him: ""See, I am now establishing my covenant with you",sunday_column_left,100,substantive_mismatch
standard,Lent/1/Sunday/B,,gospel,Matt Matt 4:4b,Reading text unavailable for Matt Matt 4:4b.,,,0,no_authoritative_source
standard,Lent/1/Sunday/C,,first_reading,Deut 26:4-10,"Moses said to the people: The priest shall take the basket from your hand, and set it down before the altar of the LORD your God.","MOSES spoke to the people, saying: ""The priest shall receive the basket from you",sunday_column_left,100,substantive_mismatch
standard,Lent/1/Sunday/C,,gospel,Matt 4:4b,At that time: By every word that proceeds from the mouth of God,AT that time Jesus was led by the Spirit into the desert,sunday_column_right,100,substantive_mismatch
standard,Lent/1/Monday/I/II,224,first_reading,"Leviticus 19:1-2, 11-18","The Lord spoke to Moses, saying:","The Lord spoke to Moses, saying:",weekday_direct,100,match_exact
standard,Lent/1/Monday/I/II,224,gospel,Matt 25:31-46,"At that time, “When the Son of Man comes in his glory,","When the Son of Man comes in his glory,",sunday_column_right,100,temporal_prefix_mismatch
standard,Lent/1/Tuesday/I/II,225,first_reading,Isa 55:10-11,"Thus says the LORD: ""For as the rain and the snow come down from heaven, and return not thither but water the earth, making it bring forth and sprout, giving seed to the sower and bread to the eater,","Thus says the Lord, your God: For as the rain and the snow come down from heaven,",weekday_direct,100,substantive_mismatch
standard,Lent/1/Tuesday/I/II,225,gospel,Matt 6:7-15,"Jesus said to his disciples, “When you are praying,","Jesus said to his disciples: ""When you are praying,",weekday_direct,100,match_exact
standard,Lent/1/Wednesday/I/II,226,first_reading,Jonah 3:1-10,"1. Then the word of the LORD came to Jonah the second time, saying,","The word of the Lord came to Jonah at second time, saying:",weekday_direct,100,substantive_mismatch
standard,Lent/1/Wednesday/I/II,226,gospel,Luke 11:29-32,"At that time, When the crowds were increasing, Jesus began to say,","When the crowds were increasing, Jesus began to say,",weekday_direct,100,temporal_prefix_mismatch
standard,Lent/1/Thursday/I/II,227,first_reading,"Esther 14:1, 3-5, 12-14","1. Queen Esther, seized with deadly anxiety, fled to the Lord.","Queen Esther, seized with deadly anxiety, fled to the Lord.",weekday_direct,100,match_exact
standard,Lent/1/Thursday/I/II,227,gospel,Matt 7:7-12,"Jesus said to his disciples, “Ask, and it will be given you;","Gathered on the hillside with the disciples, Jesus began to teach them: ""Ask, and it will be given you;",weekday_direct,100,substantive_mismatch
standard,Lent/1/Friday/I/II,228,first_reading,Ezekiel 18:21-28,The word of the Lord came to me:,,,0,no_authoritative_source
standard,Lent/1/Friday/I/II,228,gospel,Matt 5:20-16,Reading text unavailable for Matt 5:20-16.,"Jesus went up the mountain; and after he sat down, his disciples came to him and he taught them. ""I tell you,",weekday_direct,100,substantive_mismatch
standard,Lent/1/Saturday/I/II,229,first_reading,Isa 58:9b-14,Thus says the LORD: “Today you have obtained the Lord’s agreement: to be your God;,"Thus says the Lord: If you remove the yoke from among you,",weekday_direct,100,substantive_mismatch
standard,Lent/1/Saturday/I/II,229,gospel,Luke 5:27-32,"At that time, “You have heard that it was said,","After healing a man who was paralyzed, Jesus left the house where he had been teaching, and he saw a tax collector named Levi, sitting at the tax booth;",weekday_direct,100,substantive_mismatch
standard,Lent/1/Ash Wednesday/I/II,219,first_reading,Joel 2:12-18,"12. ""Yet even now,"" says the LORD, ""return to me with all your heart, with fasting, with weeping, and with mourning;","Even now,"" says the Lord,",weekday_direct,100,substantive_mismatch
standard,Lent/1/Ash Wednesday/I/II,219,gospel,Matt 6:1-18,"Jesus said to his disciples: ""Beware of practicing your piety before men in order to be seen by them; for then you will have no reward from your Father who is in heaven.",,,0,no_authoritative_source
standard,Lent/2/Sunday/A,,first_reading,Gen 12:1-4a,"In the beginning: The LORD said to Abram, ""Go from your country and your kindred and your father's house to the land that I will show you.","THE LORD said to Abram: ""Go forth from the land of your kinsfolk",sunday_column_left,100,substantive_mismatch
standard,Lent/2/Sunday/A,,gospel,Matt 17:1-9,"At that time: After six days Jesus took with him Peter and James and John his brother, and led them up a high mountain apart.","JESUS took Peter, James, and John his brother,",sunday_column_right,100,substantive_mismatch
standard,Lent/2/Sunday/B,,first_reading,"Gen 22:1-2, 9a, 10-13, 15-18","In the beginning: After these things God tested Abraham, and said to him, ""Abraham!"" And he said, ""Here am I.""","GOD put Abraham to the test. He called to him, ""Abraham!""",sunday_column_left,100,substantive_mismatch
standard,Lent/2/Sunday/B,,gospel,Mark 9:2-10,"At that time: After six days Jesus took with him Peter and James and John, and led them up a high mountain apart by themselves; and he was transfigured before them,","JESUS took Peter, James, and John",sunday_column_right,100,substantive_mismatch
standard,Lent/2/Sunday/C,,first_reading,"Gen 15:5-12, 17-18","In the beginning: He brought him outside and said, ""Look toward heaven, and number the stars, if you are able to number them."" Then he said to him, ""So shall your descendants be.""","THE Lord God took Abram outside and said, ""Look up at the sky and count the stars, if you can.",sunday_column_left,100,substantive_mismatch
standard,Lent/2/Sunday/C,,gospel,Luke 9:28b-36,At that time: Went up on the mountain to pray,"JESUS took Peter, John, and James",sunday_column_right,100,substantive_mismatch
standard,Lent/2/Monday/I/II,230,first_reading,"Dan 9:3, 4b-10","Thus says the LORD: I, Daniel, turned to the Lord God,","I, Daniel, turned to the Lord God,",weekday_direct,100,speaker_prefix_mismatch
standard,Lent/2/Monday/I/II,230,gospel,Luke 6:36-38,"At that time, “Be merciful, just as your Father is merciful.","Jesus said to his disciples: ""Be merciful, just as your Father is merciful.",weekday_direct,100,substantive_mismatch
standard,Lent/2/Tuesday/I/II,231,first_reading,"Isa 1:10, 16-20, 27-28, 31","Thus says the LORD: Hear the word of the Lord, you rulers of Sodom!","The vision of Isaiah, son of Amoz, concerning Judah and Jerusalem. Hear the word of the Lord, you rulers of Sodom!",weekday_direct,100,substantive_mismatch
standard,Lent/2/Tuesday/I/II,231,gospel,Matt 23:1-12,"At that time, Jesus said to the crowds and to his disciples,","Jesus said to the crowds and to his disciples,",weekday_direct,100,temporal_prefix_mismatch
standard,Lent/2/Wednesday/I/II,233,first_reading,Jer 18:18-20,"Thus says the LORD: “Come, let us make plots against Jeremiah—","The enemies of the prophet said: ""Come, let us make plots against Jeremiah",weekday_direct,100,substantive_mismatch
standard,Lent/2/Wednesday/I/II,233,gospel,Matt 20:17-28,"At that time, As Jesus was going up to Jerusalem,","As Jesus was going up to Jerusalem,",weekday_direct,100,temporal_prefix_mismatch
standard,Lent/2/Thursday/I/II,233,first_reading,Jer 17:5-10,"Thus says the LORD: “Come, let us make plots against Jeremiah—",Thus says the Lord:,weekday_direct,100,match_close
standard,Lent/2/Thursday/I/II,233,gospel,Luke 16:19-31,"At that time, As Jesus was going up to Jerusalem,","Jesus told this parable to those among the Pharisees who loved money: ""There was a rich man who was dressed in purple and fine linen",weekday_direct,100,substantive_mismatch
standard,Lent/2/Friday/I/II,234,first_reading,"Gen 37:3-4, 12-13a, 17b-28","In the beginning: Israel loved Joseph more than any other of his children,","Israel loved Joseph more than any other of his children,",weekday_direct,100,substantive_mismatch
standard,Lent/2/Friday/I/II,234,gospel,"Matt 21:33-43, 45-46","At that time, “Listen to a parable.","Jesus entered the temple; and as he was teaching, the chiefs priests and the Pharisees came to him. Jesus said to them: ""Listen to a parable.",weekday_direct,100,substantive_mismatch
standard,Lent/2/Saturday/I/II,235,first_reading,Deut 26:16-19,"Moses said to the people: “Shepherd your people with your staff,","Moses convened all Israel and set the law before them. ""Hear, O Israel! This very day the Lord your God is commanding you",weekday_direct,100,substantive_mismatch
standard,Lent/2/Saturday/I/II,235,gospel,Matt 5:43-48,"Jesus said to his disciples, All the tax collectors and sinners were coming near to listen to Jesus.","Jesus said to his disciples: ""You have heard that it was said,",weekday_direct,100,match_paraphrase
standard,Lent/3/Sunday/A,,first_reading,Exod 17:3-7,"In those days: The people thirsted there for water, and the people murmured against Moses, and said, ""Why did you bring us up out of Egypt, to kill us and our children and our cattle with thirst?""","IN those days, in their thirst for water, the people grumbled against Moses,",sunday_column_left,100,substantive_mismatch
standard,Lent/3/Sunday/A,,gospel,John 4:5-42,"At that time: He came to a city of Samaria, called Sychar, near the field that Jacob gave to his son Joseph.",,,0,no_authoritative_source
standard,Lent/3/Sunday/B,,first_reading,Exod 20:1-17,"In those days: God spoke all these words, saying,",The Lord descended upon Mount Sinai and summoned Moses to the top of the mountain. Then God spoke all these words:,weekday_direct,100,substantive_mismatch
standard,Lent/3/Sunday/B,,gospel,John 2:13-25,"At that time: The Passover of the Jews was at hand, and Jesus went up to Jerusalem.","SINCE the Passover of the Jews was near,",sunday_column_right,100,substantive_mismatch
standard,Lent/3/Sunday/C,,first_reading,"Exod 3:1-8a, 13-15","In those days: Moses was keeping the flock of his father-in-law, Jethro, the priest of Midian; and he led his flock to the west side of the wilderness, and came to Horeb, the mountain of God.","MOSES was tending the flock of his father-in-law Jethro, the priest of Midian.",sunday_column_left,100,substantive_mismatch
standard,Lent/3/Sunday/C,,gospel,Matt 4:17,"17. From that time Jesus began to preach, saying, ""Repent, for the kingdom of heaven is at hand.""",SOME people told Jesus about the Galileans,sunday_column_right,100,substantive_mismatch
standard,Lent/3/Monday/I/II,237,first_reading,2 Kings 5:1-15a,"1. Naaman, commander of the army of the king of Aram,","Naaman, commander of the army of the king of Aram,",weekday_direct,100,match_exact
standard,Lent/3/Monday/I/II,237,gospel,Luke 4:24-30,"At that time, “But the truth is, there were many widows in Israel in the time of Elijah,","Jesus came to Nazara and spoke to the people in the synagogue: And he said,",weekday_direct,100,substantive_mismatch
standard,Lent/3/Tuesday/I/II,238,first_reading,"Dan 3:25, 34-43","In those days, Azariah, condemned to death by fire,","Azariah, condemned to death by fire,",weekday_direct,100,temporal_prefix_mismatch
standard,Lent/3/Tuesday/I/II,238,gospel,Matt 18:21-35,"At that time, Peter came and said to Jesus,","Peter came and said to Jesus,",weekday_direct,100,temporal_prefix_mismatch
standard,Lent/3/Wednesday/I/II,239,first_reading,"Deut 4:1, 5-9","Moses said to the people: Israel, give heed to the statutes and ordinances","Moses spoke to the people: Israel, give heed to the statutes and ordinances",weekday_direct,100,substantive_mismatch
standard,Lent/3/Wednesday/I/II,239,gospel,Matt 5:17-19,"Jesus said to his disciples, “Do not think that I have come to abolish the law or the prophets;","Jesus went up the mountain, and he began to teach his disciples: ""Do not think that I have come to abolish the law or the prophets;",weekday_direct,100,substantive_mismatch
standard,Lent/3/Thursday/I/II,240,first_reading,Jer 7:23-28,"Thus says the LORD: Yet they did not obey or incline their ear,","Thus says the Lord: This command I gave to my people,",weekday_direct,100,substantive_mismatch
standard,Lent/3/Thursday/I/II,240,gospel,Luke 11:14-23,"At that time, Jesus was casting out a demon that was mute;",Jesus was casting out a demon that was mute;,weekday_direct,100,temporal_prefix_mismatch
standard,Lent/3/Friday/I/II,241,first_reading,Hos 14:1-9,"Thus says the LORD: Return, O Israel, to the Lord your God,","Thus says the Lord: Return, O Israel, to the Lord your God,",weekday_direct,100,match_exact
standard,Lent/3/Friday/I/II,241,gospel,Mark 12:28b-34,"At that time, One of the scribes came near and asked Jesus,","One of the scribes came near and asked Jesus,",weekday_direct,100,temporal_prefix_mismatch
standard,Lent/3/Saturday/I/II,235,first_reading,Exod 17:1-7,"In those days, “Shepherd your people with your staff,",From the wilderness of Sin,weekday_direct,100,substantive_mismatch
standard,Lent/3/Saturday/I/II,235,gospel,"John 4:5-15, 19-26, 39, 40-42","At that time, All the tax collectors and sinners were coming near to listen to Jesus.",,,0,no_authoritative_source
standard,Lent/3/Saturday/I/II,242,first_reading,"Mic 7:14-15, 18-20",Thus says the LORD: In their distress they will beg my favour:,"Micah prayed to the Lord in these words: ""Shepherd your people with your staff,",weekday_direct,100,substantive_mismatch
standard,Lent/3/Saturday/I/II,242,gospel,"Luke 15:1-3, 11-32","At that time, Jesus told this parable",Now all the tax collectors and sinners were coming near to listen to Jesus.,weekday_direct,100,substantive_mismatch
standard,Lent/4/Sunday/A,,first_reading,"1 Sam 16:1b, 6-7, 10-13a",In those days: Fill your horn with oil,"THE LORD said to Samuel: ""Fill your horn with oil, and be on your way.",sunday_column_left,100,substantive_mismatch
standard,Lent/4/Sunday/A,,gospel,John 9:1-41,"At that time: As he passed by, he saw a man blind from his birth.",,,0,no_authoritative_source
standard,Lent/4/Sunday/B,,first_reading,"2 Chr 36:14-16, 19-23","In those days: All the leading priests and the people likewise were exceedingly unfaithful, following all the abominations of the nations; and they polluted the house of the LORD which he had hallowed in Jerusalem.","IN those days, all the princes of Judah, the priests, and the people added infidelity to infidelity,",sunday_column_left,100,match_paraphrase
standard,Lent/4/Sunday/B,,gospel,John 3:16,"At that time: God so loved the world that he gave his only Son, that whoever believes in him should not perish but have eternal life.","SINCE the Passover of the Jews was near,",sunday_column_right,100,substantive_mismatch
standard,Lent/4/Sunday/C,,first_reading,"Josh 5:9a, 10-12","In those days: The LORD said to Joshua, ""This day I have rolled away the reproach of Egypt from you","THE LORD said to Joshua, ""Today I have removed the reproach of Egypt from you.""",sunday_column_left,100,substantive_mismatch
standard,Lent/4/Sunday/C,,gospel,"Luke 15:1-3, 11-32",At that time: The tax collectors and sinners were all drawing near to hear him.,"TAX collectors and sinners were all drawing near to listen to Jesus,",sunday_column_right,100,substantive_mismatch
standard,Lent/4/Monday/I/II,244,first_reading,Isa 65:17-21,Thus says the LORD: I am about to create new heavens and a new earth;,Thus says the Lord: I am about to create new heavens and a new earth;,weekday_direct,100,match_exact
standard,Lent/4/Monday/I/II,244,gospel,John 4:43-54,"At that time, Jesus departed [from Samaria] to Galilee.","After spending two days in Samaria, Jesus went from that place to Galilee",weekday_direct,100,substantive_mismatch
standard,Lent/4/Tuesday/I/II,245,first_reading,"Ezekiel 47:1-9, 12","1. In the midst of the vision I received from the Lord,","In the midst of the vision I received from the Lord, the angel brought me back to the entrance of the temple;",weekday_direct,100,match_close
standard,Lent/4/Tuesday/I/II,245,gospel,John 5:1-16,"At that time, There was a festival of the Jews, and Jesus went up to Jerusalem.","There was a festival of the Jews, and Jesus went up to Jerusalem.",weekday_direct,100,temporal_prefix_mismatch
standard,Lent/4/Wednesday/I/II,246,first_reading,Isa 49:8-15,"8. Thus says the LORD: ""In a time of favor I have answered you, in a day of salvation I have helped you; I have kept you and given you as a covenant to the people, to establish the land, to apportion the desolate heritages;","Thus says the Lord to his servant: In a time of favour I have answered you,",weekday_direct,100,substantive_mismatch
standard,Lent/4/Wednesday/I/II,246,gospel,John 5:16-30,"At that time, The Jewish leaders started persecuting Jesus,","Jesus healed a man who was paralyzed on the Sabbath. Therefore the Jewish leaders started persecuting Jesus,",weekday_direct,100,substantive_mismatch
standard,Lent/4/Thursday/I/II,247,first_reading,Exod 32:7-14,"In those days, The Lord said to Moses,","After the Lord God had finished giving the tablets of the covenant to Moses on Mount Sinai, the Lord said to Moses,",weekday_direct,100,substantive_mismatch
standard,Lent/4/Thursday/I/II,247,gospel,"John 5:18, 31-47","At that time, The Jewish leaders were seeking to kill Jesus,","The Jewish leaders were seeking to kill Jesus,",weekday_direct,100,temporal_prefix_mismatch
standard,Lent/4/Friday/I/II,248,first_reading,"Wis 2:1a, 12-22","1. The ungodly reasoned unsoundly, saying to themselves,","The ungodly reasoned unsoundly, saying to themselves,",weekday_direct,100,match_exact
standard,Lent/4/Friday/I/II,248,gospel,"John 7:1-2, 10, 25-30","At that time, Jesus went about in Galilee.",Jesus went about in Galilee.,weekday_direct,100,temporal_prefix_mismatch
standard,Lent/4/Saturday/I/II,242,first_reading,Mic 7:7-9,Thus says the LORD: In their distress they will beg my favour:,"As for me, I will look to the Lord,",weekday_direct,100,substantive_mismatch
standard,Lent/4/Saturday/I/II,242,gospel,"John 9:1, 6-9, 13-17, 34-38","At that time, Jesus told this parable",,,0,no_authoritative_source
standard,Lent/4/Saturday/I/II,249,first_reading,Hos 6:1-6,Thus says the LORD: I was like a gentle lamb led to the slaughter.,,,0,no_authoritative_source
standard,Lent/4/Saturday/I/II,249,gospel,Luke 18:9-14,"At that time, When the people heard his words, some in the crowd said,",Jesus told this parable,weekday_direct,100,substantive_mismatch
standard,Lent/5/Sunday/A,,first_reading,Ez 37:12-14,"12. Therefore prophesy, and say to them, Thus says the Lord GOD: Behold, I will open your graves, and raise you from your graves, O my people; and I will bring you home into the land of Israel.","THUS says the Lord GOD: O my people, I will open your graves",sunday_column_left,100,substantive_mismatch
standard,Lent/5/Sunday/A,,gospel,"John 11:25a, 26","At that time: Jesus said to her, ""I am the resurrection and the life",[ Shorter form in brackets. ],sunday_column_right,100,substantive_mismatch
standard,Lent/5/Sunday/B,,first_reading,Jer 31:31-34,"31.     ""Behold, the days are coming, says the LORD, when I will make a new  covenant with the house of Israel and the house of Judah,","THE days are coming, says the LORD, when I will make a new covenant with the house of Israel",sunday_column_left,100,substantive_mismatch
standard,Lent/5/Sunday/B,,gospel,John 12:20-33,At that time: Among those who went up to worship at the feast were some Greeks.,SOME Greeks who had come to worship at the Passover Feast,sunday_column_right,100,substantive_mismatch
standard,Lent/5/Sunday/C,,first_reading,Isa 43:16-21,"16. Thus says the LORD, who makes a way in the sea, a path in the mighty waters,","THUS says the LORD, who opens a way in the sea",sunday_column_left,100,match_paraphrase
standard,Lent/5/Sunday/C,,gospel,John 8:1-11,At that time: Jesus went to the Mount of Olives.,Jesus went to the Mount of Olives.,weekday_direct,100,temporal_prefix_mismatch
standard,Lent/5/Monday/I/II,251,first_reading,"Dan 13:2, 4-6, 8, 15-16, 19-23, 28, 41-46, 48-64","In those days, There was a man living in Babylon whose name was Joakim.",,,0,no_authoritative_source
standard,Lent/5/Monday/I/II,251,gospel,John 8:12-20,"At that time, Jesus went to the Mount of Olives.","Jesus spoke to the people, saying,",weekday_direct,100,substantive_mismatch
standard,Lent/5/Tuesday/I/II,252,first_reading,Num 21:4-9,"The LORD said to Moses: From Mount Hor the Israelites set out by the way to the Red Sea,","From Mount Hor the Israelites set out by the way to the Red Sea,",weekday_direct,100,speaker_prefix_mismatch
standard,Lent/5/Tuesday/I/II,252,gospel,John 8:21-30,"At that time, Jesus said to the people,","Jesus said to the people,",weekday_direct,100,temporal_prefix_mismatch
standard,Lent/5/Thursday/I/II,254,first_reading,Gen 17:3-9,"In the beginning: When Abram was ninety-nine years old,","When Abram was ninety-nine years old,",weekday_direct,100,substantive_mismatch
standard,Lent/5/Thursday/I/II,254,gospel,John 8:51-59,"At that time, “Very truly, I tell you,","Jesus said to the people, ""Very truly, I tell you,",weekday_direct,100,substantive_mismatch
standard,Lent/5/Friday/I/II,255,first_reading,"Jer 20:7, 10-13","Thus says the LORD: O Lord, you have enticed me, and I was enticed;","In distress Jeremiah raised his voice to the Lord. O Lord, you have enticed me, and I was enticed;",weekday_direct,100,substantive_mismatch
standard,Lent/5/Friday/I/II,255,gospel,John 10:31-42,"At that time, The Jews took up stones to stone him.",The Jews took up stones to stone him.,weekday_direct,100,temporal_prefix_mismatch
standard,Lent/5/Saturday/I/II,249,first_reading,"2 Kings 4:18-21, 32-33, 34d, 35c-37",18. Jeremiah cried out in anguish:,"It happened that a woman of Shunem had offered the prophet Elisha the hospitality of her home. In return, God had given her a son. When the child was older,",weekday_direct,100,substantive_mismatch
standard,Lent/5/Saturday/I/II,249,gospel,"John 11:3-7, 17, 20-27, 33b-45","At that time, When the people heard his words, some in the crowd said,",,,0,no_authoritative_source
standard,Holy Week//Monday/I/II,257,first_reading,Isa 42:1-7,"Thus says the LORD: Here is my servant, whom I uphold,","Thus says the Lord: Here is my servant, whom I uphold,",weekday_direct,100,match_exact
standard,Holy Week//Monday/I/II,257,gospel,John 12:1-11,"At that time, Six days before the Passover Jesus came to Bethany,","Six days before the Passover Jesus came to Bethany,",weekday_direct,100,temporal_prefix_mismatch
standard,Holy Week//Tuesday/I/II,258,first_reading,Isa 49:1-6,"Thus says the LORD: Listen to me, O coastlands,","Listen to me, O coastlands,",weekday_direct,100,speaker_prefix_mismatch
standard,Holy Week//Tuesday/I/II,258,gospel,"John 13:21-33, 36-38","At that time, Jesus was troubled in spirit, and declared,","Before the festival of the Passover, Jesus knew that his hour had come to depart from this world and go to the Father. During the supper with his disciples, Jesus was troubled in spirit, and declared,",weekday_direct,100,substantive_mismatch
standard,Holy Week//Wednesday/I/II,259,first_reading,Isa 50:4-9a,"Thus says the LORD: The Lord God has given me the tongue of a teacher,","The servant of the Lord said: The Lord God has given me the tongue of a teacher,",weekday_direct,100,substantive_mismatch
standard,Holy Week//Wednesday/I/II,259,gospel,Matt 26:14-25,"At that time, One of the twelve, who was called Judas Iscariot,",,,0,no_authoritative_source
standard,Holy Week//Palm Sunday/A/B/C,,first_reading,Mark 11:1-10,"At that time: When they drew near to Jerusalem, to Bethphage and Bethany, at the Mount of Olives, he sent two of his disciples,",,,0,no_authoritative_source
standard,Holy Week//Palm Sunday/A/B/C,,gospel,Mark 14:1-15:47,"At that time: It was now two days before the Passover and the feast of Unleavened Bread. And the chief priests and the scribes were seeking how to arrest him by stealth, and kill him;",,,0,no_authoritative_source
standard,Holy Week//Holy Thursday/A/B/C,,first_reading,Exod 12:1-14,"In those days: The LORD said to Moses and Aaron in the land of Egypt,",,,0,no_authoritative_source
standard,Holy Week//Holy Thursday/A/B/C,,gospel,John 13:1-15,"At that time: Before the feast of the Passover, when Jesus knew that his hour had come to depart out of this world to the Father, having loved his own who were in the world, he loved them to the end.","BEFORE the feast of Passover, Jesus knew that his hour had come",sunday_column_right,100,substantive_mismatch
standard,Holy Week//Good Friday/A/B/C,,first_reading,Isa 52:13-53:12,"Thus says the LORD: Behold, my servant shall prosper, he shall be exalted and lifted up, and shall be very high.","SEE, my servant shall prosper, he shall be raised high and greatly exalted.",sunday_column_left,100,substantive_mismatch
standard,Holy Week//Good Friday/A/B/C,,gospel,John 18:1-19:42,"At that time: When Jesus had spoken these words, he went forth with his disciples across the Kidron valley, where there was a garden, which he and his disciples entered.",,,0,no_authoritative_source
standard,Easter/Octave/Wednesday/I/II,259,first_reading,Acts 4:1-12,"In those days, The Lord God has given me the tongue of a teacher,","While Peter and John were speaking to the people,",weekday_direct,100,substantive_mismatch
standard,Easter/Octave/Wednesday/I/II,259,gospel,John 21:1-14,"At that time, One of the twelve, who was called Judas Iscariot,",Jesus showed himself again to the disciples,weekday_direct,100,substantive_mismatch
standard,Easter/Octave/Wednesday/I/II,259,first_reading,Acts 4:1-12,"In those days, The Lord God has given me the tongue of a teacher,","While Peter and John were speaking to the people,",weekday_direct,100,substantive_mismatch
standard,Easter/Octave/Wednesday/I/II,259,gospel,John 21:1-14,"At that time, One of the twelve, who was called Judas Iscariot,",Jesus showed himself again to the disciples,weekday_direct,100,substantive_mismatch
standard,Easter/Octave/Wednesday/I/II,259,first_reading,Acts 4:1-12,"In those days, The Lord God has given me the tongue of a teacher,","While Peter and John were speaking to the people,",weekday_direct,100,substantive_mismatch
standard,Easter/Octave/Wednesday/I/II,259,gospel,John 21:1-14,"At that time, One of the twelve, who was called Judas Iscariot,",Jesus showed himself again to the disciples,weekday_direct,100,substantive_mismatch
standard,Easter/Octave/Wednesday/I/II,259,first_reading,Acts 4:1-12,"In those days, The Lord God has given me the tongue of a teacher,","While Peter and John were speaking to the people,",weekday_direct,100,substantive_mismatch
standard,Easter/Octave/Wednesday/I/II,259,gospel,John 21:1-14,"At that time, One of the twelve, who was called Judas Iscariot,",Jesus showed himself again to the disciples,weekday_direct,100,substantive_mismatch
standard,Easter/Octave/Wednesday/I/II,259,first_reading,Acts 4:1-12,"In those days, The Lord God has given me the tongue of a teacher,","While Peter and John were speaking to the people,",weekday_direct,100,substantive_mismatch
standard,Easter/Octave/Wednesday/I/II,259,gospel,John 21:1-14,"At that time, One of the twelve, who was called Judas Iscariot,",Jesus showed himself again to the disciples,weekday_direct,100,substantive_mismatch
standard,Easter/Octave/Wednesday/I/II,259,first_reading,Acts 4:1-12,"In those days, The Lord God has given me the tongue of a teacher,","While Peter and John were speaking to the people,",weekday_direct,100,substantive_mismatch
standard,Easter/Octave/Wednesday/I/II,259,gospel,John 21:1-14,"At that time, One of the twelve, who was called Judas Iscariot,",Jesus showed himself again to the disciples,weekday_direct,100,substantive_mismatch
standard,Easter/Vigil/Easter Vigil - Psalm 1/A/B/C,,first_reading,Gen 1:1-2:2,1. IN the beginning God created the heavens and the earth.,,,0,no_authoritative_source
standard,Easter/Vigil/Easter Vigil - Psalm 1/A/B/C,,gospel,Matt 28:1-10,"At that time: After the sabbath, toward the dawn of the first day of the week, Mary Magdalene and the other Mary went to see the sepulchre.",,,0,no_authoritative_source
standard,Easter/Vigil/Easter Vigil - Psalm 1 (Alt)/A/B/C,,first_reading,Gen 1:1-2:2,1. IN the beginning God created the heavens and the earth.,,,0,no_authoritative_source
standard,Easter/Vigil/Easter Vigil - Psalm 1 (Alt)/A/B/C,,gospel,Matt 28:1-10,"At that time: After the sabbath, toward the dawn of the first day of the week, Mary Magdalene and the other Mary went to see the sepulchre.",,,0,no_authoritative_source
standard,Easter/Vigil/Easter Vigil - Psalm 2/A/B/C,,first_reading,Gen 22:1-18,"In the beginning: After these things God tested Abraham, and said to him, ""Abraham!"" And he said, ""Here am I.""",,,0,no_authoritative_source
standard,Easter/Vigil/Easter Vigil - Psalm 2/A/B/C,,gospel,Matt 28:1-10,"At that time: After the sabbath, toward the dawn of the first day of the week, Mary Magdalene and the other Mary went to see the sepulchre.",,,0,no_authoritative_source
standard,Easter/Vigil/Easter Vigil - Psalm 3/A/B/C,,first_reading,Exod 14:15-15:1,"In those days: The LORD said to Moses, ""Why do you cry to me? Tell the people of Israel to go forward.",,,0,no_authoritative_source
standard,Easter/Vigil/Easter Vigil - Psalm 3/A/B/C,,gospel,Matt 28:1-10,"At that time: After the sabbath, toward the dawn of the first day of the week, Mary Magdalene and the other Mary went to see the sepulchre.",,,0,no_authoritative_source
