source,day_label,lect_num,type,reference,csv_incipit,derived_incipit,db_first_verse,rendered_first_line,problems
standard,Lent/2/Sunday/B,,first_reading,"Gen 22:1-2, 9a, 10-13, 15-18",,"In the beginning,","After these things God tested Abraham, and said to him, ""Abraham!"" And he said, ""Here am I.""","In the beginning: After these things God tested Abraham, and said to him, ""Abraham!"" And he said, ""Here am I.""",
standard,Lent/2/Sunday/B,,gospel,Mark 9:2-10,,"At that time,","And after six days Jesus took with him Peter and James and John, and led them up a high mountain apart by themselves; and he was transfigured before them,","At that time: After six days Jesus took with him Peter and James and John, and led them up a high mountain apart by themselves; and he was transfigured before them,",
standard,Lent/2/Sunday/C,,first_reading,"Gen 15:5-12, 17-18",,"In the beginning,","And he brought him outside and said, ""Look toward heaven, and number the stars, if you are able to number them."" Then he said to him, ""So shall your descendants be.""","In the beginning: He brought him outside and said, ""Look toward heaven, and number the stars, if you are able to number them."" Then he said to him, ""So shall your descendants be.""",pronoun_after_incipit:he
standard,Lent/2/Sunday/C,,gospel,Luke 9:28b-36,,"At that time,","Now about eight days after these sayings he took with him Peter and John and James, and went up on the mountain to pray.",At that time: Went up on the mountain to pray,
standard,Lent/2/Monday/I/II,230,first_reading,"Dan 9:3, 4b-10","Thus says the LORD: 3. I, Daniel, turned to the Lord God,",Thus says the LORD:,"Then I turned my face to the Lord God, seeking him by prayer and supplications with fasting and sackcloth and ashes.","Thus says the LORD: I, Daniel, turned to the Lord God,",
standard,Lent/2/Monday/I/II,230,gospel,Luke 6:36-38,"At that time: 36. “Be merciful, just as your Father is merciful.","At that time,","Be merciful, even as your Father is merciful.","At that time, “Be merciful, just as your Father is merciful.",
standard,Lent/2/Tuesday/I/II,231,first_reading,"Isa 1:10, 16-20, 27-28, 31","Thus says the LORD: 10. Hear the word of the Lord, you rulers of Sodom!",Thus says the LORD:,"Hear the word of the LORD, you rulers of Sodom! Give ear to the teaching of our God, you people of Gomorrah!","Thus says the LORD: Hear the word of the Lord, you rulers of Sodom!",
standard,Lent/2/Tuesday/I/II,231,gospel,Matt 23:1-12,"At that time: 1. Jesus said to the crowds and to his disciples,","At that time,","Then said Jesus to the crowds and to his disciples,","At that time, Jesus said to the crowds and to his disciples,",
standard,Lent/2/Wednesday/I/II,233,first_reading,Jer 18:18-20,"Thus says the LORD: 18. “Come, let us make plots against Jeremiah—",Thus says the LORD:,"Then they said, ""Come, let us make plots against Jeremiah, for the law shall not perish from the priest, nor counsel from the wise, nor the word from the prophet. Come, let us smite him with the tongue, and let us not heed any of his words.""","Thus says the LORD: “Come, let us make plots against Jeremiah—",
standard,Lent/2/Wednesday/I/II,233,gospel,Matt 20:17-28,"At that time: 17. As Jesus was going up to Jerusalem,","At that time,","And as Jesus was going up to Jerusalem, he took the twelve disciples aside, and on the way he said to them,","At that time, As Jesus was going up to Jerusalem,",
standard,Lent/2/Thursday/I/II,233,first_reading,Jer 17:5-10,"Thus says the LORD: 18. “Come, let us make plots against Jeremiah—",Thus says the LORD:,"Thus says the LORD: ""Cursed is the man who trusts in man and makes flesh his arm, whose heart turns away from the LORD.","Thus says the LORD: “Come, let us make plots against Jeremiah—",
standard,Lent/2/Thursday/I/II,233,gospel,Luke 16:19-31,"At that time: 17. As Jesus was going up to Jerusalem,","At that time,","""There was a rich man, who was clothed in purple and fine linen and who feasted sumptuously every day.","At that time, As Jesus was going up to Jerusalem,",
standard,Lent/2/Friday/I/II,234,first_reading,"Gen 37:3-4, 12-13a, 17b-28","In the beginning: 3. Israel loved Joseph more than any other of his children,","In the beginning,","Now Israel loved Joseph more than any other of his children, because he was the son of his old age; and he made him a long robe with sleeves.","In the beginning: Israel loved Joseph more than any other of his children,",
standard,Lent/2/Friday/I/II,234,gospel,"Matt 21:33-43, 45-46",At that time: 33. “Listen to a parable.,"At that time,","""Hear another parable. There was a householder who planted a vineyard, and set a hedge around it, and dug a wine press in it, and built a tower, and let it out to tenants, and went into another country.34  When the season of fruit drew near, he sent his servants to the tenants, to get his fruit;","At that time, “Listen to a parable.",
standard,Lent/2/Saturday/I/II,235,first_reading,Deut 26:16-19,"Moses said to the people: 14. “Shepherd your people with your staff,",Moses said to the people:,"""This day the LORD your God commands you to do these statutes and ordinances; you shall therefore be careful to do them with all your heart and with all your soul.","Moses said to the people: “Shepherd your people with your staff,",
standard,Lent/2/Saturday/I/II,235,gospel,Matt 5:43-48,Jesus said to his disciples: 1. All the tax collectors and sinners were coming near to listen to Jesus.,Jesus said to his disciples:,"""You have heard that it was said, 'You shall love your neighbor and hate your enemy.'","Jesus said to his disciples, All the tax collectors and sinners were coming near to listen to Jesus.",
standard,Lent/3/Sunday/A,,first_reading,Exod 17:3-7,,"In those days,","But the people thirsted there for water, and the people murmured against Moses, and said, ""Why did you bring us up out of Egypt, to kill us and our children and our cattle with thirst?""","In those days: The people thirsted there for water, and the people murmured against Moses, and said, ""Why did you bring us up out of Egypt, to kill us and our children and our cattle with thirst?""",
standard,Lent/3/Sunday/A,,gospel,John 4:5-42,,"At that time,","So he came to a city of Samaria, called Sychar, near the field that Jacob gave to his son Joseph.","At that time: He came to a city of Samaria, called Sychar, near the field that Jacob gave to his son Joseph.",pronoun_after_incipit:he
standard,Lent/3/Sunday/B,,first_reading,Exod 20:1-17,,"In those days,","And God spoke all these words, saying,","In those days: God spoke all these words, saying,",
standard,Lent/3/Sunday/B,,gospel,John 2:13-25,,"At that time,","The Passover of the Jews was at hand, and Jesus went up to Jerusalem.","At that time: The Passover of the Jews was at hand, and Jesus went up to Jerusalem.",
standard,Lent/3/Sunday/C,,first_reading,"Exod 3:1-8a, 13-15",,"In those days,","Now Moses was keeping the flock of his father-in-law, Jethro, the priest of Midian; and he led his flock to the west side of the wilderness, and came to Horeb, the mountain of God.","In those days: Moses was keeping the flock of his father-in-law, Jethro, the priest of Midian; and he led his flock to the west side of the wilderness, and came to Horeb, the mountain of God.",
standard,Lent/3/Sunday/C,,gospel,Matt 4:17,,"At that time,","From that time Jesus began to preach, saying, ""Repent, for the kingdom of heaven is at hand.""","17. From that time Jesus began to preach, saying, ""Repent, for the kingdom of heaven is at hand.""",verse_number_in_rendered
standard,Lent/3/Monday/I/II,237,first_reading,2 Kings 5:1-15a,"Naaman, commander of the army of the king of Aram,",,"Naaman, commander of the army of the king of Syria, was a great man with his master and in high favor, because by him the LORD had given victory to Syria. He was a mighty man of valor, but he was a leper.","1. Naaman, commander of the army of the king of Aram,",
standard,Lent/3/Monday/I/II,237,gospel,Luke 4:24-30,"At that time: 25. “But the truth is, there were many widows in Israel in the time of Elijah,","At that time,","And he said, ""Truly, I say to you, no prophet is acceptable in his own country.","At that time, “But the truth is, there were many widows in Israel in the time of Elijah,",
standard,Lent/3/Tuesday/I/II,238,first_reading,"Dan 3:25, 34-43","In those days: 25. Azariah, condemned to death by fire,","In those days,",and it broke through and burned those of the Chaldeans whom it caught about the furnace.,"In those days, Azariah, condemned to death by fire,",
standard,Lent/3/Tuesday/I/II,238,gospel,Matt 18:21-35,"At that time: 21. Peter came and said to Jesus,","At that time,","Then Peter came up and said to him, ""Lord, how often shall my brother sin against me, and I forgive him? As many as seven times?""","At that time, Peter came and said to Jesus,",
standard,Lent/3/Wednesday/I/II,239,first_reading,"Deut 4:1, 5-9","Moses said to the people: 1. Israel, give heed to the statutes and ordinances",Moses said to the people:,"""And now, O Israel, give heed to the statutes and the ordinances which I teach you, and do them; that you may live, and go in and take possession of the land which the LORD, the God of your fathers, gives you.","Moses said to the people: Israel, give heed to the statutes and ordinances",
standard,Lent/3/Wednesday/I/II,239,gospel,Matt 5:17-19,Jesus said to his disciples: 17. “Do not think that I have come to abolish the law or the prophets;,Jesus said to his disciples:,"""Think not that I have come to abolish the law and the prophets; I have come not to abolish them but to fulfill them.","Jesus said to his disciples, “Do not think that I have come to abolish the law or the prophets;",
standard,Lent/3/Thursday/I/II,240,first_reading,Jer 7:23-28,"Thus says the LORD: 24. Yet they did not obey or incline their ear,",Thus says the LORD:,"But this command I gave them, 'Obey my voice, and I will be your God,  and you shall be my people; and walk in all the way that I command you,  that it may be well with you.'","Thus says the LORD: Yet they did not obey or incline their ear,",conjunction_after_incipit:yet
standard,Lent/3/Thursday/I/II,240,gospel,Luke 11:14-23,At that time: 14. Jesus was casting out a demon that was mute;,"At that time,","Now he was casting out a demon that was dumb; when the demon had gone out, the dumb man spoke, and the people marveled.","At that time, Jesus was casting out a demon that was mute;",
standard,Lent/3/Friday/I/II,241,first_reading,Hos 14:1-9,"Thus says the LORD: 1. Return, O Israel, to the Lord your God,",Thus says the LORD:,"Return, O Israel, to the LORD your God, for you have stumbled because of your iniquity.","Thus says the LORD: Return, O Israel, to the Lord your God,",
standard,Lent/3/Friday/I/II,241,gospel,Mark 12:28b-34,"At that time: 28. One of the scribes came near and asked Jesus,","At that time,","And one of the scribes came up and heard them disputing with one another, and seeing that he answered them well, asked him, ""Which commandment is the first of all?""","At that time, One of the scribes came near and asked Jesus,",
standard,Lent/3/Saturday/I/II,235,first_reading,Exod 17:1-7,"In those days: 14. “Shepherd your people with your staff,","In those days,","All the congregation of the people of Israel moved on from the wilderness of Sin by stages, according to the commandment of the LORD, and camped at Rephidim; but there was no water for the people to drink.","In those days, “Shepherd your people with your staff,",
standard,Lent/3/Saturday/I/II,235,gospel,"John 4:5-15, 19-26, 39, 40-42",At that time: 1. All the tax collectors and sinners were coming near to listen to Jesus.,"At that time,","So he came to a city of Samaria, called Sychar, near the field that Jacob gave to his son Joseph.","At that time, All the tax collectors and sinners were coming near to listen to Jesus.",
standard,Lent/3/Saturday/I/II,242,first_reading,"Mic 7:14-15, 18-20",Thus says the LORD: 15. In their distress they will beg my favour:,Thus says the LORD:,"Shepherd thy people with thy staff, the flock of thy inheritance, who dwell alone in a forest in the midst of a garden land; let them feed in Bashan and Gilead as in the days of old.",Thus says the LORD: In their distress they will beg my favour:,
standard,Lent/3/Saturday/I/II,242,gospel,"Luke 15:1-3, 11-32",At that time: 9. Jesus told this parable,"At that time,",Now the tax collectors and sinners were all drawing near to hear him.,"At that time, Jesus told this parable",
standard,Lent/4/Sunday/A,,first_reading,"1 Sam 16:1b, 6-7, 10-13a",,"In those days,","The LORD said to Samuel, ""How long will you grieve over Saul, seeing I have rejected him from being king over Israel? Fill your horn with oil, and go; I will send you to Jesse the Bethlehemite, for I have provided for myself a king among his sons.""",In those days: Fill your horn with oil,
standard,Lent/4/Sunday/A,,gospel,John 9:1-41,,"At that time,","As he passed by, he saw a man blind from his birth.","At that time: As he passed by, he saw a man blind from his birth.",
standard,Lent/4/Sunday/B,,first_reading,"2 Chr 36:14-16, 19-23",,"In those days,","All the leading priests and the people likewise were exceedingly unfaithful, following all the abominations of the nations; and they polluted the house of the LORD which he had hallowed in Jerusalem.","In those days: All the leading priests and the people likewise were exceedingly unfaithful, following all the abominations of the nations; and they polluted the house of the LORD which he had hallowed in Jerusalem.",
standard,Lent/4/Sunday/B,,gospel,John 3:16,,"At that time,","For God so loved the world that he gave his only Son, that whoever believes in him should not perish but have eternal life.","At that time: God so loved the world that he gave his only Son, that whoever believes in him should not perish but have eternal life.",
standard,Lent/4/Sunday/C,,first_reading,"Josh 5:9a, 10-12",,"In those days,","And the LORD said to Joshua, ""This day I have rolled away the reproach of Egypt from you."" And so the name of that place is called Gilgal to this day.","In those days: The LORD said to Joshua, ""This day I have rolled away the reproach of Egypt from you",
standard,Lent/4/Sunday/C,,gospel,"Luke 15:1-3, 11-32",,"At that time,",Now the tax collectors and sinners were all drawing near to hear him.,At that time: The tax collectors and sinners were all drawing near to hear him.,
standard,Lent/4/Monday/I/II,244,first_reading,Isa 65:17-21,Thus says the LORD: 17. I am about to create new heavens and a new earth;,Thus says the LORD:,"""For behold, I create new heavens and a new earth; and the former things shall not be remembered or come into mind.",Thus says the LORD: I am about to create new heavens and a new earth;,
standard,Lent/4/Monday/I/II,244,gospel,John 4:43-54,At that time: Jesus departed [from Samaria] to Galilee.,"At that time,",After the two days he departed to Galilee.,"At that time, Jesus departed [from Samaria] to Galilee.",
standard,Lent/4/Tuesday/I/II,245,first_reading,"Ezekiel 47:1-9, 12","In the midst of the vision I received from the Lord,",,"Then he brought me back to the door of the temple; and behold, water was issuing from below the threshold of the temple toward the east (for the temple faced east); and the water was flowing down from below the south end of the threshold of the temple, south of the altar.","1. In the midst of the vision I received from the Lord,",
standard,Lent/4/Tuesday/I/II,245,gospel,John 5:1-16,"At that time: 1. There was a festival of the Jews, and Jesus went up to Jerusalem.","At that time,","After this there was a feast of the Jews, and Jesus went up to Jerusalem.","At that time, There was a festival of the Jews, and Jesus went up to Jerusalem.",
standard,Lent/4/Wednesday/I/II,246,first_reading,Isa 49:8-15,,Thus says the LORD:,"Thus says the LORD: ""In a time of favor I have answered you, in a day of salvation I have helped you; I have kept you and given you as a covenant to the people, to establish the land, to apportion the desolate heritages;","8. Thus says the LORD: ""In a time of favor I have answered you, in a day of salvation I have helped you; I have kept you and given you as a covenant to the people, to establish the land, to apportion the desolate heritages;",raw_verse_conjunction:thus; verse_number_in_rendered
standard,Lent/4/Wednesday/I/II,246,gospel,John 5:16-30,"At that time: 16. The Jewish leaders started persecuting Jesus,","At that time,","And this was why the Jews persecuted Jesus, because he did this on the sabbath.","At that time, The Jewish leaders started persecuting Jesus,",
standard,Lent/4/Thursday/I/II,247,first_reading,Exod 32:7-14,"In those days: 7. The Lord said to Moses,","In those days,","And the LORD said to Moses, ""Go down; for your people, whom you brought up out of the land of Egypt, have corrupted themselves;","In those days, The Lord said to Moses,",
standard,Lent/4/Thursday/I/II,247,gospel,"John 5:18, 31-47","At that time: 18. The Jewish leaders were seeking to kill Jesus,","At that time,","This was why the Jews sought all the more to kill him, because he not only broke the sabbath but also called God his Father, making himself equal with God.","At that time, The Jewish leaders were seeking to kill Jesus,",
standard,Lent/4/Friday/I/II,248,first_reading,"Wis 2:1a, 12-22","The ungodly reasoned unsoundly, saying to themselves,",Wisdom has been given to us:,"For they reasoned unsoundly, saying to themselves,","1. The ungodly reasoned unsoundly, saying to themselves,",
standard,Lent/4/Friday/I/II,248,gospel,"John 7:1-2, 10, 25-30",At that time: 1. Jesus went about in Galilee.,"At that time,","After this Jesus went about in Galilee; he would not go about in Judea, because the Jews  sought to kill him.","At that time, Jesus went about in Galilee.",
standard,Lent/4/Saturday/I/II,242,first_reading,Mic 7:7-9,Thus says the LORD: 15. In their distress they will beg my favour:,Thus says the LORD:,"But as for me, I will look to the LORD, I will wait for the God of my salvation; my God will hear me.",Thus says the LORD: In their distress they will beg my favour:,
standard,Lent/4/Saturday/I/II,242,gospel,"John 9:1, 6-9, 13-17, 34-38",At that time: 9. Jesus told this parable,"At that time,","As he passed by, he saw a man blind from his birth.","At that time, Jesus told this parable",
standard,Lent/4/Saturday/I/II,249,first_reading,Hos 6:1-6,Thus says the LORD: 19. I was like a gentle lamb led to the slaughter.,Thus says the LORD:,"""Come, let us return to the LORD; for he has torn, that he may heal us; he has stricken, and he will bind us up.",Thus says the LORD: I was like a gentle lamb led to the slaughter.,
standard,Lent/4/Saturday/I/II,249,gospel,Luke 18:9-14,"At that time: 40. When the people heard his words, some in the crowd said,","At that time,",He also told this parable to some who trusted in themselves that they were righteous and despised others:,"At that time, When the people heard his words, some in the crowd said,",
standard,Lent/5/Sunday/A,,first_reading,Ez 37:12-14,,,"Therefore prophesy, and say to them, Thus says the Lord GOD: Behold, I will open your graves, and raise you from your graves, O my people; and I will bring you home into the land of Israel.","12. Therefore prophesy, and say to them, Thus says the Lord GOD: Behold, I will open your graves, and raise you from your graves, O my people; and I will bring you home into the land of Israel.",raw_verse_conjunction:therefore; verse_number_in_rendered; no_incipit_problematic_verse:therefore
standard,Lent/5/Sunday/A,,gospel,"John 11:25a, 26",,"At that time,","Jesus said to her, ""I am the resurrection and the life;  he who believes in me, though he die, yet shall he live,","At that time: Jesus said to her, ""I am the resurrection and the life",
standard,Lent/5/Sunday/B,,first_reading,Jer 31:31-34,,Thus says the LORD:,"""Behold, the days are coming, says the LORD, when I will make a new  covenant with the house of Israel and the house of Judah,","31.     ""Behold, the days are coming, says the LORD, when I will make a new  covenant with the house of Israel and the house of Judah,",verse_number_in_rendered
standard,Lent/5/Sunday/B,,gospel,John 12:20-33,,"At that time,",Now among those who went up to worship at the feast were some Greeks.,At that time: Among those who went up to worship at the feast were some Greeks.,
standard,Lent/5/Sunday/C,,first_reading,Isa 43:16-21,,Thus says the LORD:,"Thus says the LORD, who makes a way in the sea, a path in the mighty waters,","16. Thus says the LORD, who makes a way in the sea, a path in the mighty waters,",raw_verse_conjunction:thus; verse_number_in_rendered
standard,Lent/5/Sunday/C,,gospel,John 8:1-11,,"At that time,",But Jesus went to the Mount of Olives.,At that time: Jesus went to the Mount of Olives.,
standard,Lent/5/Monday/I/II,251,first_reading,"Dan 13:2, 4-6, 8, 15-16, 19-23, 28, 41-46, 48-64",In those days: 1. There was a man living in Babylon whose name was Joakim.,"In those days,","And he took a wife named Susanna, the daughter of Hilkiah, a very beautiful woman and one who feared the Lord.","In those days, There was a man living in Babylon whose name was Joakim.",
standard,Lent/5/Monday/I/II,251,gospel,John 8:12-20,At that time: 1. Jesus went to the Mount of Olives.,"At that time,","Again Jesus spoke to them, saying, ""I am the light of the world; he who follows me will not walk in darkness, but will have the light of life.""","At that time, Jesus went to the Mount of Olives.",
standard,Lent/5/Tuesday/I/II,252,first_reading,Num 21:4-9,"The LORD said to Moses: 4. From Mount Hor the Israelites set out by the way to the Red Sea,",The LORD said to Moses:,"From Mount Hor they set out by the way to the Red Sea, to go around the land of Edom; and the people became impatient on the way.","The LORD said to Moses: From Mount Hor the Israelites set out by the way to the Red Sea,",
standard,Lent/5/Tuesday/I/II,252,gospel,John 8:21-30,"At that time: 21. Jesus said to the people,","At that time,","Again he said to them, ""I go away, and you will seek me and die in your sin; where I am going, you cannot come.""","At that time, Jesus said to the people,",
standard,Lent/5/Thursday/I/II,254,first_reading,Gen 17:3-9,"In the beginning: 1. When Abram was ninety-nine years old,","In the beginning,","Then Abram fell on his face; and God said to him,","In the beginning: When Abram was ninety-nine years old,",
standard,Lent/5/Thursday/I/II,254,gospel,John 8:51-59,"At that time: 51. “Very truly, I tell you,","At that time,","Truly, truly, I say to you, if any one keeps my word, he will never see death.""","At that time, “Very truly, I tell you,",
standard,Lent/5/Friday/I/II,255,first_reading,"Jer 20:7, 10-13","Thus says the LORD: 7. O Lord, you have enticed me, and I was enticed;",Thus says the LORD:,"O LORD, thou hast deceived me, and I was deceived; thou art stronger than I, and thou hast prevailed. I have become a laughingstock all the day; every one mocks me.","Thus says the LORD: O Lord, you have enticed me, and I was enticed;",
standard,Lent/5/Friday/I/II,255,gospel,John 10:31-42,At that time: 31. The Jews took up stones to stone him.,"At that time,",The Jews took up stones again to stone him.,"At that time, The Jews took up stones to stone him.",
standard,Lent/5/Saturday/I/II,249,first_reading,"2 Kings 4:18-21, 32-33, 34d, 35c-37",Jeremiah cried out in anguish:,,"When the child had grown, he went out one day to his father among the reapers.",18. Jeremiah cried out in anguish:,verse_number_in_rendered
standard,Lent/5/Saturday/I/II,249,gospel,"John 11:3-7, 17, 20-27, 33b-45","At that time: 40. When the people heard his words, some in the crowd said,","At that time,","So the sisters sent to him, saying, ""Lord, he whom you love is ill.""","At that time, When the people heard his words, some in the crowd said,",
standard,Holy Week//Monday/I/II,257,first_reading,Isa 42:1-7,"Thus says the LORD: 1. Here is my servant, whom I uphold,",Thus says the LORD:,"Behold my servant, whom I uphold, my chosen, in whom my soul delights; I have put my Spirit upon him, he will bring forth justice to the nations.","Thus says the LORD: Here is my servant, whom I uphold,",
standard,Holy Week//Monday/I/II,257,gospel,John 12:1-11,"At that time: 1. Six days before the Passover Jesus came to Bethany,","At that time,","Six days before the Passover, Jesus came to Bethany, where Lazarus was, whom Jesus had raised from the dead.","At that time, Six days before the Passover Jesus came to Bethany,",
standard,Holy Week//Tuesday/I/II,258,first_reading,Isa 49:1-6,"Thus says the LORD: 1. Listen to me, O coastlands,",Thus says the LORD:,"Listen to me, O coastlands, and hearken, you peoples from afar. The LORD called me from the womb, from the body of my mother he named my name.","Thus says the LORD: Listen to me, O coastlands,",
standard,Holy Week//Tuesday/I/II,258,gospel,"John 13:21-33, 36-38","At that time: 21. Jesus was troubled in spirit, and declared,","At that time,","When Jesus had thus spoken, he was troubled in spirit, and testified, ""Truly, truly, I say to you, one of you will betray me.""","At that time, Jesus was troubled in spirit, and declared,",
standard,Holy Week//Wednesday/I/II,259,first_reading,Isa 50:4-9a,"Thus says the LORD: 4. The Lord God has given me the tongue of a teacher,",Thus says the LORD:,"The Lord GOD has given me the tongue of those who are taught, that I may know how to sustain with a word him that is weary. Morning by morning he wakens, he wakens my ear to hear as those who are taught.","Thus says the LORD: The Lord God has given me the tongue of a teacher,",
standard,Holy Week//Wednesday/I/II,259,gospel,Matt 26:14-25,"At that time: 14. One of the twelve, who was called Judas Iscariot,","At that time,","Then one of the twelve, who was called Judas Iscariot, went to the chief priests","At that time, One of the twelve, who was called Judas Iscariot,",
standard,Holy Week//Palm Sunday/A/B/C,,first_reading,Mark 11:1-10,,"At that time,","And when they drew near to Jerusalem, to Bethphage and Bethany, at the Mount of Olives, he sent two of his disciples,","At that time: When they drew near to Jerusalem, to Bethphage and Bethany, at the Mount of Olives, he sent two of his disciples,",
standard,Holy Week//Palm Sunday/A/B/C,,gospel,Mark 14:1-15:47,,"At that time,","It was now two days before the Passover and the feast of Unleavened Bread. And the chief priests and the scribes were seeking how to arrest him by stealth, and kill him;","At that time: It was now two days before the Passover and the feast of Unleavened Bread. And the chief priests and the scribes were seeking how to arrest him by stealth, and kill him;",pronoun_after_incipit:it
standard,Holy Week//Holy Thursday/A/B/C,,first_reading,Exod 12:1-14,,"In those days,","The LORD said to Moses and Aaron in the land of Egypt,","In those days: The LORD said to Moses and Aaron in the land of Egypt,",
standard,Holy Week//Holy Thursday/A/B/C,,gospel,John 13:1-15,,"At that time,","Now before the feast of the Passover, when Jesus knew that his hour had come to depart out of this world to the Father, having loved his own who were in the world, he loved them to the end.","At that time: Before the feast of the Passover, when Jesus knew that his hour had come to depart out of this world to the Father, having loved his own who were in the world, he loved them to the end.",
standard,Holy Week//Good Friday/A/B/C,,first_reading,Isa 52:13-53:12,,Thus says the LORD:,"Behold, my servant shall prosper, he shall be exalted and lifted up, and shall be very high.","Thus says the LORD: Behold, my servant shall prosper, he shall be exalted and lifted up, and shall be very high.",
standard,Holy Week//Good Friday/A/B/C,,gospel,John 18:1-19:42,,"At that time,","When Jesus had spoken these words, he went forth with his disciples across the Kidron valley, where there was a garden, which he and his disciples entered.","At that time: When Jesus had spoken these words, he went forth with his disciples across the Kidron valley, where there was a garden, which he and his disciples entered.",
standard,Easter/Octave/Wednesday/I/II,259,first_reading,Acts 4:1-12,"In those days: 4. The Lord God has given me the tongue of a teacher,","In those days,","And as they were speaking to the people, the priests and the captain of the temple and the Sadducees came upon them,","In those days, The Lord God has given me the tongue of a teacher,",
standard,Easter/Octave/Wednesday/I/II,259,gospel,John 21:1-14,"At that time: 14. One of the twelve, who was called Judas Iscariot,","At that time,",After this Jesus revealed himself again to the disciples by the Sea of Tiberi-as; and he revealed himself in this way.,"At that time, One of the twelve, who was called Judas Iscariot,",
standard,Easter/Octave/Wednesday/I/II,259,first_reading,Acts 4:1-12,"In those days: 4. The Lord God has given me the tongue of a teacher,","In those days,","And as they were speaking to the people, the priests and the captain of the temple and the Sadducees came upon them,","In those days, The Lord God has given me the tongue of a teacher,",
standard,Easter/Octave/Wednesday/I/II,259,gospel,John 21:1-14,"At that time: 14. One of the twelve, who was called Judas Iscariot,","At that time,",After this Jesus revealed himself again to the disciples by the Sea of Tiberi-as; and he revealed himself in this way.,"At that time, One of the twelve, who was called Judas Iscariot,",
standard,Easter/Octave/Wednesday/I/II,259,first_reading,Acts 4:1-12,"In those days: 4. The Lord God has given me the tongue of a teacher,","In those days,","And as they were speaking to the people, the priests and the captain of the temple and the Sadducees came upon them,","In those days, The Lord God has given me the tongue of a teacher,",
standard,Easter/Octave/Wednesday/I/II,259,gospel,John 21:1-14,"At that time: 14. One of the twelve, who was called Judas Iscariot,","At that time,",After this Jesus revealed himself again to the disciples by the Sea of Tiberi-as; and he revealed himself in this way.,"At that time, One of the twelve, who was called Judas Iscariot,",
standard,Easter/Octave/Wednesday/I/II,259,first_reading,Acts 4:1-12,"In those days: 4. The Lord God has given me the tongue of a teacher,","In those days,","And as they were speaking to the people, the priests and the captain of the temple and the Sadducees came upon them,","In those days, The Lord God has given me the tongue of a teacher,",
standard,Easter/Octave/Wednesday/I/II,259,gospel,John 21:1-14,"At that time: 14. One of the twelve, who was called Judas Iscariot,","At that time,",After this Jesus revealed himself again to the disciples by the Sea of Tiberi-as; and he revealed himself in this way.,"At that time, One of the twelve, who was called Judas Iscariot,",
standard,Easter/Octave/Wednesday/I/II,259,first_reading,Acts 4:1-12,"In those days: 4. The Lord God has given me the tongue of a teacher,","In those days,","And as they were speaking to the people, the priests and the captain of the temple and the Sadducees came upon them,","In those days, The Lord God has given me the tongue of a teacher,",
standard,Easter/Octave/Wednesday/I/II,259,gospel,John 21:1-14,"At that time: 14. One of the twelve, who was called Judas Iscariot,","At that time,",After this Jesus revealed himself again to the disciples by the Sea of Tiberi-as; and he revealed himself in this way.,"At that time, One of the twelve, who was called Judas Iscariot,",
standard,Easter/Octave/Wednesday/I/II,259,first_reading,Acts 4:1-12,"In those days: 4. The Lord God has given me the tongue of a teacher,","In those days,","And as they were speaking to the people, the priests and the captain of the temple and the Sadducees came upon them,","In those days, The Lord God has given me the tongue of a teacher,",
standard,Easter/Octave/Wednesday/I/II,259,gospel,John 21:1-14,"At that time: 14. One of the twelve, who was called Judas Iscariot,","At that time,",After this Jesus revealed himself again to the disciples by the Sea of Tiberi-as; and he revealed himself in this way.,"At that time, One of the twelve, who was called Judas Iscariot,",
standard,Easter/Vigil/Easter Vigil - Psalm 1/A/B/C,,first_reading,Gen 1:1-2:2,,"In the beginning,",IN the beginning God created the heavens and the earth.,1. IN the beginning God created the heavens and the earth.,
standard,Easter/Vigil/Easter Vigil - Psalm 1/A/B/C,,gospel,Matt 28:1-10,,"At that time,","Now after the sabbath, toward the dawn of the first day of the week, Mary Magdalene and the other Mary went to see the sepulchre.","At that time: After the sabbath, toward the dawn of the first day of the week, Mary Magdalene and the other Mary went to see the sepulchre.",
standard,Easter/Vigil/Easter Vigil - Psalm 1 (Alt)/A/B/C,,first_reading,Gen 1:1-2:2,,"In the beginning,",IN the beginning God created the heavens and the earth.,1. IN the beginning God created the heavens and the earth.,
standard,Easter/Vigil/Easter Vigil - Psalm 1 (Alt)/A/B/C,,gospel,Matt 28:1-10,,"At that time,","Now after the sabbath, toward the dawn of the first day of the week, Mary Magdalene and the other Mary went to see the sepulchre.","At that time: After the sabbath, toward the dawn of the first day of the week, Mary Magdalene and the other Mary went to see the sepulchre.",
standard,Easter/Vigil/Easter Vigil - Psalm 2/A/B/C,,first_reading,Gen 22:1-18,,"In the beginning,","After these things God tested Abraham, and said to him, ""Abraham!"" And he said, ""Here am I.""","In the beginning: After these things God tested Abraham, and said to him, ""Abraham!"" And he said, ""Here am I.""",
standard,Easter/Vigil/Easter Vigil - Psalm 2/A/B/C,,gospel,Matt 28:1-10,,"At that time,","Now after the sabbath, toward the dawn of the first day of the week, Mary Magdalene and the other Mary went to see the sepulchre.","At that time: After the sabbath, toward the dawn of the first day of the week, Mary Magdalene and the other Mary went to see the sepulchre.",
