season,week,day,feast,rank,color,month,day_of_month,title,collect,secret,communion,postcommunion,source_file
Sancti,,Feast,04-29,,,04,29,St. Peter the Martyr,"Grant us grace, we beseech thee, O Almighty God, to follow with zeal conformable thereto after the pattern of that great example of faith, thy blessed Martyr Peter, who, for the spreading of the same faith, did so run as to obtain the palm of martyrdom.","Graciously regard, O Lord, the prayers we offer thee, through the intercession of blessed Peter, thy Martyr; and keep ever under thy protection the champions of the faith.",,"May the Sacrament, O Lord, which we, the faithful people have received, hold us in safe keeping, and through the intercession of thy blessed Martyr Peter defend us from all assaults of the enemy.",04-29.txt
Sancti,,Feast,04-30,,,04,30,"St. Catherine of Siena, Virgin","Grant, we beseech thee, O Almighty God, that we which do keep the birthday of thy blessed Virgin Catherine, and do year by year renew her memorial with solemn gladness in thy presence, may likewise be conformed to the pattern of her saintly walk with thee.","May there rise up before thee, O Lord, the prayers we offer on the feast of blessed Catherine, and the saving victim, fragrant with virgin sweetness.",,"May the heavenly repast of which we have partaken bestow on us, O Lord, eternal life, as the blessed Virgin Catherine found in it the nourishment even of her mortal life.",04-30.txt
Sancti,,Feast,05-01,,,05,01,"Sts. Philip and James, Apostles","O God, Who gladden us each year by the feast of Your holy Apostles Philip and James, graciously grant that, as we rejoice in their merits, we may be inspired by their example.","Graciously accept, O Lord, the offerings we bring for the feast of Your Apostles Philip and James, and ward off all the evils which we deserve.","!John 14:9-10.
Have I been so long a time with you, and you have not known Me? Philip, he who sees Me sees also My Father. Alleluia. Do you not believe that I am in the Father and the Father in Me? Alleluia, alleluia.","Filled with the sacrament of salvation, we beseech You, O Lord, to help us by the prayers of those whose feast we are celebrating.",05-01.txt
Sancti,,Feast,05-01,,,05,01,St. Joseph the Worker,"O God, Creator of all things, Who dost impose on man the law of work; grant in Thy goodness that, by the example and patronage of blessed Joseph, we may both accomplish the work Thou dost command and attain the reward Thou hast promised.","May these gifts, the work of our hands, that we offer Thee in sacrifice, O Lord, become for us, by the intercession of blessed Joseph, a pledge of unity and peace.","!Matt 13:54-55
v. How came this Man by this wisdom and miracles? Is not this the carpenter's Son? Is not His mother called Mary? Alleluia.","May these holy mysteries which we have received, O Lord, by the intercession of blessed Joseph, supply what is wanting in our works, and assure us of Thy rewards.",05-01r.txt
Sancti,,Feast,05-01,,,05,01,,"O God, Who gladden us each year by the feast of Your holy Apostles Philip and James, graciously grant that, as we rejoice in their merits, we may be inspired by their example.","Graciously accept, O Lord, the offerings we bring for the feast of Your Apostles Philip and James, and ward off all the evils which we deserve.",,,05-01t.txt
Sancti,,Feast,05-03,,,05,03,,"O God, Who didst cause that the Cross of our salvation should in most honourable wise be found again, and Who didst manifest thereby the marvellous efficacy of thy sufferings, mercifully grant that by the Ransom which Thou didst pay upon that tree of life we may finally attain unto life eternal .","Sacrifícium, Dómine, quod tibi immolámus, placátus inténde: ut ab omni nos éruat bellórum nequítia, et per vexíllum sanctæ Crucis Fílii tui, ad conteréndas potestátis advérsa? insídias, nos in tuæ protectiónis securitáte constítuat.","!  
By the sign of cross deliver us from our enemies, O thou our God, allelúja.","Repléti alimónia coelésti et spiritáli poculo recreáti, quaesumus, omnípotens Deus: ut ab hoste malígno deféndas, quos per lignum sanctæ Crucis Fílii tui, arma justítiæ pro salúte mundi, triumpháre jussísti.",05-03.txt
Sancti,,Feast,05-03,,,05,03,"Sts. Alexander and Companions, Martyrs","Grant, we beseech You, almighty God, that we who commemorate the anniversary of the death of Your saints, Alexander, Eventius, Theodulus and Juvenal, may by their intercession be freed from all the evils that threaten us.","May a bountiful blessing, O Lord, descend upon these offerings and, through Your mercy, may it help to make us holy and to be joyful on the feast of the saints.",,"With our strength renewed from having shared in Your sacred gift, we beseech You, O Lord our God, that by the intercession of Your saints Alexander, Eventius, Theodulus, and Juvenal we may feel the benefit of the worship we are offering.",05-03r.txt
Sancti,,Feast,05-03,,,05,03,,"O God, Who didst cause that the Cross of our salvation should in most honourable wise be found again, and Who didst manifest thereby the marvellous efficacy of thy sufferings, mercifully grant that by the Ransom which Thou didst pay upon that tree of life we may finally attain unto life eternal .","Look with favor, O Lord, upon the sacrifice which we immolate to Thee, that it may preserve us from the horrors of war, and through the banner of the holy cross of Thy Son, may establish us in the security of Thy protection, to trample under foot the snares of the enemy’s power.","!  
By the sign of cross deliver us from our enemies, O thou our God, allelúja.","Filled with heavenly food, and refreshed with the spiritual cup, we beseech Thee, O almighty God, that Thou defend us from the malice of the enemy, as Thou hast bidden us triumph by the wood of the holy cross, the armor of justice for the salvation of the world.",05-03t.txt
Sancti,,Feast,05-04,,,05,04,"St. Monica, Widow","(nisi rubrica cisterciensis)
O God, the consoler of those Who mourn and the safety of those who put their trust in You; Who mercifully accepted the holy tears of blessed Monica for the conversion of Augustine, her son; grant us through the intercession of both to bewail our sins and to obtain the grace of Your forgiveness.",,,,05-04.txt
Sancti,,Feast,05-05,,,05,05,"St. Pius V, Pope and Confessor","O, God, Who graciously chose blessed Pius as Supreme Pontiff, to crush the enemies of Your Church and to restore divine worship, grant that we may be guarded by his help and remain so steadfast in Your service that, having overcome the snares of all enemies, we may enjoy a lasting peace.",,,,05-05.txt
Sancti,,Feast,05-06,,,05,06,St. John the Apostle Before the Latin Gate,"O God, Which seest that sins and sufferings do on every side rise up to trouble us, grant, we beseech thee, that we may find a shield in time of need through the glorious intercession of thy blessed Apostle and Evangelist John.",,,"Fed with bread from heaven, we ask O Lord, that it may be our nourishment unto life eternal.",05-06.txt
Sancti,,Feast,05-07,,,05,07,"St. Stanislaus, Bishop and Martyr","O God, in defense of Whose honor Stanislaus, the glorious Bishop, died by the swords of wicked men, grant, we beseech You, that all who seek his help may obtain salvation as a result of his prayers.",,,,05-07.txt
Sancti,,Feast,05-08,,,05,08,Apparition of St. Michael the Archangel,"O God, Who hast ordained and constituted the services of angels and men in a wonderful order, mercifully grant that as thy holy angels alway do thee service in heaven, so, by thy appointment, they may succour and defend us on earth.","We offer thee a sacrifice of praise, O Lord, and humbly beseech thee that, through the prayers of the Angels, who plead for us, thou woulds be appeased and wouldst receive it, and grant, that it may avail us unto salvation.","!Dan 3:58
v. O ye angels of the Lord, bless the Lord: praise and exalt him above all for ever, alleluja.","Relaying on the intercession of blessed Michael the archangel, we humbly entreat thee, O Lord, that the service we pray with our lips, we may lay hold of with our minds.",05-08.txt
Sancti,,Feast,05-10,,,05,10,"St. Antoninus, Bishop and Confessor","O Lord, may the merits of St. Antoninus, Your Confessor and Bishop, help us; and just as we praise You for the wonders You have wrought in him, so may we glory in Your mercy toward us.",,,,05-10.txt
Sancti,,Feast,05-10,,,05,10,"Sts. Gordian and Epimachus, Martyrs","Grant, almighty God, we beseech You, that we who keep the feast of Your blessed Martyrs Gordian and Epimachus, may be helped by their intercession with You.","Graciously accept, O Lord, the sacrifices dedicated to Your blessed Martyrs Gordian and Epimachus, and grant that they may bring us constant help.",,"We who have eaten of the heavenly food beseech You, almighty God, that it may protect us from all harm by the intercession of Your holy Martyrs, Gordian and Epimachus.",05-10o.txt
Sancti,,Feast,05-12,,,05,12,"Ss. Nereus, Achilleus and Domitilla the Virgin and Pancras, Martyrs","May the holy feast of Your Martyrs, Nereus, Achilleus, Domitilla and Pancras, ever comfort us, we beseech You, O Lord, and make us worthy to serve You.","May the witnessing to the faith made by Your holy Martyrs, Nereus, Achilleus, Domitilla and Pancras, be pleasing to You, O Lord, both to commend our offerings to You and to assure us of Your everlasting mercy.","!Ps. 32:1
Exult, you just, in the Lord, alleluia: praise from the upright is fitting, alleluia.","O Lord, we beseech You, that the holy sacrament we have received may, by the pleadings of Your blessed Martyrs, Nereus, Achilleus, Domitilla and Pancras, grant us always more of Your forgiveness.",05-12.txt
Sancti,,Feast,05-13,,,05,13,"St. Robert Bellarmine, Bishop, Confessor and Doctor of the Church","O God, Who endowed blessed Robert, Your Bishop and Doctor, with wondrous learning and virtue to repel the deceits of error and to defend the rights of the Apostolic See, grant, by his merits and intercession, that we may ever grow in love of truth and that the hearts of the erring may return to the unity of Your Church.","O God, we offer these sacrificial gifts to You as a sweet fragrance; grant that, taught by the counsels and example of blessed Robert, we may with joyful heart run the way of Your commandments.","!Matt 5:14; 5:16
You are the light of the world. Even so, let your light shine before men, in order that they may see your good works and give glory to your Father in heaven. Alleluia.","May the sacrament we have received, O Lord, our God, enkindle in us the fire of love which flamed so ardently in blessed Robert that he spent himself unceasingly in defense of Your Church.",05-13.txt
Sancti,,Feast,05-14,,,05,14,"St. Boniface, Martyr","Grant, almighty God, we beseech You, that we who keep the feast of Your blessed Martyr Boniface may be helped by his intercession with You.",,,,05-14.txt
Sancti,,Feast,05-15,,,05,15,"St. John Baptist de la Salle, Confessor","O God, Who raised up the holy Confessor John Baptist for the Christian education of the poor and to strengthen youth in the way of truth, and through him formed a new family in the Church, graciously grant by his intercession and example that we, striving to save souls out of zeal for Your glory, may be found worthy to share his heavenly crown.",,,,05-15.txt
Sancti,,Feast,05-16,,,05,16,"St. Ubald, Bishop and Confessor","Mercifully give us Your help, we beseech You, O Lord, and by the intercession of blessed Ubaldus, Your Confessor and Bishop, stretch over us the right hand of Your mercy against all wickedness of the devil.",,,,05-16.txt
Sancti,,Feast,05-17,,,05,17,St. Pascal Baylon Confessor,"O God, Who endowed blessed Paschal, Your Confessor, with a wondrous love for the sacred mysteries of Your Body and Blood, mercifully grant that we may be found worthy to share in the same spiritual abundance he received in this divine banquet.",,,,05-17.txt
Sancti,,Feast,05-18,,,05,18,"St. Venantius, Martyr","O God, Who made this day holy by the triumph of blessed Venantius, Your Martyr, listen to the prayers of Your people, and grant that we, who honor his noble deeds, may imitate the constancy of his faith.","May the merits of blessed Venantius make these sacrificial gifts acceptable to You, almighty God, that, with his help, we may be made sharers of his glory.",,"We have partaken of the sacrament of eternal life, humbly entreating You, O Lord, that, through the prayer of blessed Venantius in our behalf, it may gain for us pardon and grace.",05-18.txt
Sancti,,Feast,05-19,,,05,19,"St. Peter Celestine, Pope and Confessor","O God, Who raised blessed Peter Celestine to the lofty dignity of Supreme Pontiff and taught him to prefer self-abasement instead; mercifully grant that by his example we may look upon all worldly things as naught, and may be worthy to reap in joy the rewards promised to the humble.",,,,05-19.txt
Sancti,,Feast,05-20,,,05,20,"St. Bernardine of Siena, Confessor","O Lord Jesus, Who bestowed on blessed Bernardine, Your Confessor, an unusual love for Your holy name, we beseech You, by his merits and intercession, graciously pour upon us the spirit of Your love.",,,,05-20.txt
Sancti,,Feast,05-25,,,05,25,"St. Gregory VII, Pope and Confessor","O God, the strength of those who trust in You, Who fortified blessed Gregory, Your Confessor and Pontiff, with the virtue of firmness to protect the freedom of the Church, grant us, by his example and intercession, bravely to overcome all evil.",,,,05-25.txt
Sancti,,Feast,05-25,,,05,25,"St. Urban, Pope and Martyr","O Almighty God, of Whose blessed Martyr and Bishop Urban we do make solemn memorial, grant, we beseech thee, that we may be helpen of his prayers in thy presence.","(communi Summorum Pontificum)
In Your loving kindness, O Lord, accept the gifts we joyously offer, and through the intercession of blessed Urban, grant that Your Church may enjoy purity of faith and rejoice in the tranquility of peaceful times.",,"(communi Summorum Pontificum)
Increase within Your Church, we beseech You, O Lord, the gift of grace You have given her, and through the prayers of blessed Urban, Your Martyr and Supreme Pontiff, may the flock never fail in obedience to the shepherd nor the shepherd in the faithful care of his flock.",05-25o.txt
Sancti,,Feast,05-26,,,05,26,"St. Philip Neri, Confessor","O God, Who raised blessed Philip, Your Confessor, to the glory of Your Saints, graciously grant that we who rejoice in his feast may profit by the example of his virtues.","Look favorably, we beseech You, O Lord, upon the sacrificial gifts here before You; and grant that the Holy Spirit may enkindle within us that fire with which He miraculously filled the heart of blessed Philip.","!Ps 83:3
My heart and my flesh cry out for the living God. (Alleluia.)","Nourished by Your heavenly food, O Lord, we beseech You that, through the merits and example of blessed Philip, Your Confessor, we may always have a taste for things that give us true life.",05-26.txt
Sancti,,Feast,05-27,,,05,27,"St. Bede the Venerable, Confessor and Doctor of the Church","O God, Who enlightened Your Church with the learning of blessed Bede, Your Confessor and Doctor, graciously grant that Your servants may ever be enlightened by his wisdom and helped by his merits.",,,,05-27.txt
Sancti,,Feast,05-28,,,05,28,"St. Augustine of Canterbury, Bishop and Confessor","O God, Who graciously enlightened the English peoples with the light of the true faith by the preaching and miracles of blessed Augustine, Your Confessor and Bishop, grant, through his intercession, that the hearts of those who have strayed may return to the unity of the true faith and that we may be in harmony with Your will.","We offer sacrifice unto You, O Lord, on the feast of blessed Augustine, Your Bishop and Confessor, humbly beseeching You that the sheep who are perishing may return to the one fold and be fed with this food of salvation.",,"Strengthened by the sacrifice of salvation, we humbly pray You, O Lord, that through the prayerful intercession of blessed Augustine, it may continuously be offered everywhere unto Your name.",05-28.txt
Sancti,,Feast,05-29,,,05,29,"St. Mary Magdalene de Pazzi, Virgin","O God, lover of chastity, Who endowed with heavenly gifts blessed Mary Magdalen, a virgin on fire with love for You, grant that we who keep this feast-day in her honor may imitate her by purity and love.",,,,05-29.txt
Sancti,,Feast,05-31,,,05,31,,"Grant we beseech You, O Lord, that we who keep the feast of the Blessed Virgin Mary, Our Queen, safe under her protection, may be worthy to have peace now and glory in the future.","Accept, we beseech You, O Lord, the gifts of the rejoicing Church and grant by the pleading merits of the Blessed Virgin Mary, the Queen, that they may be helpful for our salvation.",,"We who have celebrated the sacred rites in honor of Holy Mary, our Queen, pray, O Lord, that through the intercession of her in whose honor they have been joyously performed, they may be helpful for our salvation.",05-31.txt
Sancti,,Feast,06-01,,,06,01,"St. Angela Merici, Virgin","O God, Who willed that through blessed Angela a new family of holy Virgins should flower in Your Church, grant us through her intercession to lead angelic lives, so that, foregoing all worldly pleasures, we may be found worthy to enjoy eternal happiness.","May the sacrificial gifts we offer You, O Lord, as we venerate the memory of blessed Angela, beg forgiveness for our sins and obtain for us the gifts of Your grace.",,"Refreshed by heavenly food, we humbly pray You, O Lord, through the prayers and example of blessed Angela that, cleansed of every stain of body and soul, we may be pleasing to You.",06-01.txt
Sancti,,Feast,06-02,,,06,02,"Sts. Marcellinus, Peter, and Erasmus, Martyrs","O God, Who gladden us each year by the feast of Your holy Martyrs, Marcellinus, Peter and Erasmus, graciously grant that, as we rejoice in their merits, we may be inspired by their example.","We beseech You, O Lord, that this sacrificial gift, which we offer in commemorating the death of Your blessed Martyrs, may loose the bonds of our sins and bestow upon us the gifts of Your mercy.","!Wis 3:1-3
The souls of the just are in the hands of God, and no torment shall touch them. They seemed, in the view, of the foolish, to be dead; but they are in peace.","We who have been filled with Your sacred gifts, humbly pray You, O Lord, that, what we celebrate as an act of our bounded duty, we may feel in the increase of Your saving grace.",06-02.txt
Sancti,,Feast,06-04,,,06,04,"St. Francis Caracciolo, Confessor","O God, Who endowed blessed Francis, the founder of a new Order, with zeal for prayer and love of penance, grant that Your servants may make such progress in imitating him, that, praying constantly and bringing their bodies under control, they may be found worthy to attain heavenly glory.","Grant, most merciful Jesus, that, as we commemorate the renowned merits of blessed Francis, and aflame with the same fire of love as burned within him, we may be able to stand worthily around Your holy table.","!Ps. 30:20.
How great is the goodness, O Lord, which You have in store for those who fear You.","O Lord, may the most holy sacrifice, which we have today offered unto Your majesty on the feast of blessed Francis leave in our minds an enduring memory and lasting results.",06-04.txt
Sancti,,Feast,06-05,,,06,05,"St. Boniface, Bishop and Martyr","O God, Who, through the zeal of blessed Boniface, Your Martyr and Bishop, graciously called a multitude of people to the knowledge of Your name, mercifully grant that we who keep his feast may also enjoy his patronage.","May a bountiful blessing, O Lord, descend upon these offerings and, through Your mercy, may it help to make us holy and to be joyful on the feast of blessed Boniface, Your Martyr and Bishop.","!Rev 3:21
He who overcomes, I will permit him to sit with Me upon My throne; as I also have overcome and have sat with My Father on His throne.","Made holy by the sacrament of salvation, we beseech You, O Lord, that the prayers of blessed Boniface, Your Martyr and Bishop, under whose patronal care You have granted us to be ruled may never fail us.",06-05.txt
Sancti,,Feast,06-06,,,06,06,"St. Norbert, Bishop and Confessor","O God, Who made blessed Norbert, Your Confessor and Bishop, a brilliant preacher of Your word, and through him enriched Your Church with a new religious family, grant, we beseech You, that by his prayerful intercession and Your help, we may be able to do what he has taught us by his words and deeds.",,,,06-06.txt
Sancti,,Feast,06-09,,,06,09,"Sts. Primus and Felician, Martyrs","Grant O Lord, we pray, that we may ever honor the festival of thy holy martyrs, Primus et Felician, and thy truth of the Church of Saints.","We ask, O Lord, that the sacrifice to be offered may appease thee of this feast of glorious martyrdom; may it cleanse us from our sins, and make the prayers of thy setvants acceptable unto thee.","!John 15:16
I have chosen you; that you should go, and should bring forth fruit; and your fruit should remain.","We pray, almighty God, that the feast day of thy holy martyrs, Primus and Felician, which we celebrate with the heavenly mysteries, may obtain for us thy merciful forgiveness.",06-09.txt
Sancti,,Feast,06-10,,,06,10,"St. Margaret, Queen and Widow","O God, Who made blessed Queen Margaret glorious by her remarkable charity toward the poor; grant, by her intercession and example, that Your charity may continually increase in our hearts.",,,,06-10.txt
Sancti,,Feast,06-11,,,06,11,St. Barnabas the Apostle,"O God, Who gladden us by the merits and intercession of blessed Barnabas, Your Apostle, mercifully grant that we, who ask Your favors through him, may obtain them by the gift of Your grace.","Make holy the sacrificial gifts we offer, O Lord, and, through the intercession of blessed Barnabas, Your Apostle, cleanse us from the stains of our sins.",,"We humbly beseech You, almighty God, that, through the intercession of blessed Barnabas Your Apostle, You will grant those whom You refresh with Your sacrament to fittingly serve You with lives pleasing unto You.",06-11.txt
Sancti,,Feast,06-12,,,06,12,"St. John of St. Facundus, Confessor","O God, author of peace and lover of charity, Who endowed blessed John, Your Confessor, with a wondrous grace for reconciling enemies; grant by his merits and intercession, that, being ourselves firmly rooted in Your charity, we may not be separated from You by any temptations.",,,,06-12.txt
Sancti,,Feast,06-12,,,06,12,"Sts. Basilides, Cyrinus, Nabor and Nazarius, Martyrs","O Lord, we beseech You, may the anniversary of the death of Your Martyrs, Basilides, Cyrinus, Nabor and Nazarius, be a shining example for us, so that, whatever Your eternal goodness has bestowed on them may be added to the fruits of our prayers.","O Lord, in honor of the blood shed by Your Saints, Basilides, Cyrinus, Nabor and Nazarius, and in remembrance of their victory, wrought by Your wondrous power, we solemnly offer these sacrificial gifts to You.",,"Grant, we beseech You, O Lord, that we who keep each year the feast of Your holy Martyrs, Basilides, Cyrinus, Nabor and Nazarius, may continually realize their help.",06-12o.txt
Sancti,,Feast,06-13,,,06,13,"St. Anthony of Padua, Confessor","@:Oratio_:s/and Doctor//
(sed rubrica 195 aut rubrica 196)
@:Oratio_","May the offering here before You, O Lord, bring safety to Your people, for whom You mercifully offered Yourself a living victim to the Father,
v. Who, with the same God the Father and the Holy Spirit, live and reign, God forever and ever.",,,06-13.txt
Sancti,,Feast,06-15,,,06,15,"Sts. Vitus, Modestus and Crescentia, Martyrs","Grant O Lord, we pray, that through the intercession of thy Holy Martyrs Vitus, Modestus and Crescentia, thy Church be not high-minded, but grow in that humility which is pleasing to thee, so that despising evil, she may practice whatever is good with unbounded charity","As the gifts, we offer in honor of thy Saints, O Lord, bear witness to the glory of thy divine power; so may they win for us the benefits of thy salvation.","!Wis 3:1-2; 3:3
v. But the souls of the just are in the hand of God, and the torment of death shall not touch them. In the sight of the unwise they seemed to die: but they are in peace.","We, who have been filled with thy solemn blessing, ask, O Lord, that, through the intercession of thy holy Martyrs Vitus, Modestus and Crescentia, this healing sacrament may benefit both our bodies and our souls.",06-15.txt
Sancti,,Feast,06-17,,,06,17,"St. Gregory Barbarigo, Bishop and Confessor","O God, Who have willed that Blessed Gregory, Your Confessor and Bishop, be renowned for the care of his flock and compassion for the poor; favorably grant that we who honor his merits may imitate the example of his charity.",,,,06-17r.txt
Sancti,,Feast,06-18,,,06,18,"St. Ephraem of Syria, Confessor and Doctor of the Church","O God, Who willed to enlighten Your Church by the wondrous learning and glorious merits of the life of blessed Ephrem, Your Confessor and Doctor, we humbly pray You, that, by his pleading, You will shield her with Your lasting power against the snares of error and evil.",,,,06-18.txt
Sancti,,Feast,06-18,,,06,18,"Sts. Mark and Marcellian, Martyrs","Grant, we beseech You, almighty God, that we who celebrate the anniversary of the death of Your holy Martyrs, Mark and Marcellianus, may by their intercession be delivered from all the evils that threaten us.","Sanctify the offerings dedicated to You, O Lord, and through the intercession of blessed Mark and Marcellianus, Your Martyrs, look upon us with mercy because of them.",,"Refreshed by the sacramental gift of Your salvation, we humbly beseech You, O Lord, through the intercession of blessed Mark and Marcellianus, Your Martyrs, that, enjoying its savor, we may be made new by its action.",06-18t.txt
Sancti,,Feast,06-19,,,06,19,"St. Juliana Falconeri, Virgin","O God, Who miraculously fortified blessed Juliana, Your Virgin, in her last illness with the precious Body of Your Son, grant, we beseech You, that with her merits pleading for us, we also, refreshed and strengthened by the same sacrament in our dying agony, may be brought to our heavenly home.",,,,06-19.txt
Sancti,,Feast,06-21,,,06,21,"St. Aloysius Gonzaga, Confessor","O God, bestower of heavenly gifts, Who in the angelic youth Aloysius joined wondrous innocence of life to an equally wondrous love of penance; grant, by his merits and prayers, that we who have not followed him in his innocence may imitate him in his penance.","Make us take our place, O Lord, at Your heavenly banquet clothed in the wedding-garment which the loving preparation and constant tears of blessed Aloysius adorned with precious pearls.","!Ps 77:24-25
He gave them heavenly bread; the bread of the angels was eaten by men.","Grant, O Lord, that we who have been fed with the food of angels may also live angelic lives, and, following the example of him whom we honor today, may we spend our days in unceasing thanksgiving.",06-21.txt
Sancti,,Feast,06-22,,,06,22,"St. Paulinus of Nola, Bishop and Confessor","O God, Who promised to those who forsake all things in this world for You a hundred-fold reward in the world to come and life everlasting, mercifully grant that, following closely in the footsteps of the holy Bishop Paulinus, we may look upon earthly things as nought, and long only for those of heaven.","Grant us, O Lord, by the example of the blessed Bishop Paulinus, to join the sacrifice of perfect charity with the offering of the altar, that by zeal for good works we may win everlasting mercy.",,"Bestow upon us, O Lord, through the Blessed Sacrament, that inspiration of holiness and humility which Your saintly Bishop Paulinus drew from this divine source, and, by his intercession, graciously pour forth the riches of Your grace upon all who call upon You.",06-22.txt
Sancti,,Feast,06-23,,,06,23,Vigil of the Nativity of St. John the Baptist,"Grant, we beseech You, almighty God, that Your household may walk in the way of salvation and, by following the counsels of blessed John the Herald, safely come to our Lord Jesus Christ, Your Son, Whom he foretold.","Sanctify, O Lord, the gifts offered to You, and, by the intercession of Blessed John the Baptist, purify us by them from the stains of our sins.","!Ps 20:6
Great is his glory in Your victory; majesty and splendor You conferred upon him, O Lord.","May the powerful prayer of blessed John the Baptist go with us, O Lord, and may he plead with our Lord Jesus Christ, Your Son, Whose coming he foretold, to be merciful unto us.",06-23.txt
Sancti,,Feast,06-24,,,06,24,Nativity of St. John the Baptist,"O God, Who made this a day most worthy of our celebration because of blessed John; grant Your people the grace of spiritual joys and direct the minds of all the faithful into the path of eternal salvation.","We heap Your altar with gifts, O Lord, celebrating the birth of him who announced the coming of the Saviour of the world, our Lord Jesus Christ, Your Son, and made His presence known.","!Luke 1:76
You, child, shall be called the prophet of the Most High; for you shall go before the face of the Lord to prepare His ways.","May Your Church, O God, rejoice at the birth of blessed John the Baptist, through whom she knew the author of her own rebirth, Your Son, our Lord Jesus Christ.",06-24.txt
Sancti,,Feast,06-25,,,06,25,"St. William, Abbot","O God, Who made Your Saints an example and a help for our weakness; grant us, as we walk the path of salvation, so to venerate the virtues of the blessed Abbot William that we may obtain his intercession and follow in his footsteps.",,,,06-25.txt
Sancti,,Feast,06-26,,,06,26,"Sts. John and Paul, Martyrs","We beseech You, almighty God, that on this feast-day we may have the double joy of celebrating blessed John and Paul, true brothers who obtained eternal glory through one faith and one martyrdom.","O Lord, graciously accept, through the merits of Your holy Martyrs John and Paul, the sacrificial gifts dedicated to You, and grant they may prove to be for us a lasting help.",,"We have partaken of the heavenly sacrament, O Lord, as we celebrate the feast of Your holy Martyrs John and Paul; grant, we beseech You, that what we do in time we may reap in joy in eternity.",06-26.txt
Sancti,,Feast,06-28,,,06,28,"St. Irenaeus, Bishop and Martyr","O God, Who enabled blessed Irenaeus, Your Martyr and Bishop, to overcome heresy with true doctrine and to establish peace happily in the Church, grant, we beseech You, that Your people may be steadfast in holy religion, and give us Your peace in our times.","O God, Who do not allow the nations that believe in You to be troubled by any distress, graciously accept the prayers and sacrificial gifts Your people dedicate to You, so that the peace bestowed by Your love may make Christian lands safe from every foe.","!Ecclus 24:47
See that I have not labored for myself only, but for all who seek out the truth.","O God, author and lover of peace, to know You is to live, and to serve You is to rule; protect from all assaults those who humbly implore You, that, trusting in Your protection, by the intercession of St. Irenaeus, Your Martyr and Bishop, we may not fear the power of any foe.",06-28.txt
Sancti,,Feast,06-28,,,06,28,"Vigil of Sts. Peter and Paul, Apostles","Grant, we beseech You, almighty God, that we, whom you solidly established upon the rock of apostolic faith, be not troubled by any distress.","Sanctify the gift of Your people, we beseech You, O Lord, by the intercession of the Apostles, and cleanse us from the stains of our sins.",,,06-28r.txt
Sancti,,Feast,06-29,,,06,29,"Sts. Peter and Paul, Apostles","O God, Who made this day holy by the martyrdom of Your Apostles Peter and Paul, grant Your Church to follow in all things the teaching of those from whom she first received the faith.","May the prayers of Your holy Apostles, O Lord, accompany the sacrificial gifts which we offer to be hallowed in Your name, so that we may obtain pardon and protection.",,"O Lord, by the intercession of Your Apostles, defend from all harm those whom You have filled with heavenly food.",06-29.txt
Sancti,,Feast,07-01,,,07,01,,"Almighty, eternal God, Who made Your only-begotten Son the Redeemer of the world, and willed to be reconciled by His Blood, grant us, we beseech You, so to worship in this sacred rite the price of our salvation, and to be so protected by its power against the evils of the present life on earth, that we may enjoy its everlasting fruit in heaven.","Through this divine rite, we beseech You, may we draw near to Jesus, the mediator of the new covenant, and renew upon Your altar, O Lord of hosts, the sprinkling of blood more eloquent than that of Abel.","!Heb 9:28
Christ was offered once to take away the sins of many; the second time with no part in sin He will appear unto the salvation of those who await Him. (Alleluia.)","Admitted to the sacred banquet, O Lord, we have drawn water in joy from the Saviour’s fountain; may His Blood, we beseech You, become for us a fountain of water springing up unto life everlasting.",07-01.txt
Sancti,,Feast,07-02,,,07,02,,"Bestow upon Your servants, we beseech You, O Lord, the gift of heavenly grace, that as the child-bearing of the Blessed Virgin marked the beginning of our salvation, so may the solemn feast of her Visitation bring us an increase of peace.","May the humanity of Your only-begotten Son keep us, O Lord, for He, Who was born of a virgin did not lessen but consecrated the purity of His Mother; so, on the festival of her Visitation may Jesus Christ, our Lord, free us from our sins and make our sacrifice acceptable unto You.",,"O Lord, in celebration of this yearly feast, we have partaken of the sacrament: grant, we beseech You, that it may give us help for life on earth and for life everlasting.",07-02.txt
Sancti,,Feast,07-02,,,07,02,"Ss. Processus et Martinian, Martyrs","O God, Who surround and protect us with the glorious profession of faith of Your Martyrs Processus and Martinian, grant us to profit by imitating them and to rejoice in their intercession.","Accept our prayers and gifts, O Lord, and, that they may be made worthy in Your sight, may Your saints help us by their prayers.",,"Filled with the offering of Your sacred Body and Your precious Blood, we beseech You, O Lord, our God, that what we have done in holy devotion may become an assurance of our redemption.",07-02cc.txt
Sancti,,Feast,07-03,,,07,03,,"O God, Who enabled blessed Irenaeus, Your Martyr and Bishop, to overcome heresy with true doctrine and to establish peace happily in the Church, grant, we beseech You, that Your people may be steadfast in holy religion, and give us Your peace in our times.","O God, Who do not allow the nations that believe in You to be troubled by any distress, graciously accept the prayers and sacrificial gifts Your people dedicate to You, so that the peace bestowed by Your love may make Christian lands safe from every foe.","!Ecclus 24:47
See that I have not labored for myself only, but for all who seek out the truth.","O God, author and lover of peace, to know You is to live, and to serve You is to rule; protect from all assaults those who humbly implore You, that, trusting in Your protection, by the intercession of St. Irenaeus, Your Martyr and Bishop, we may not fear the power of any foe.",07-03r.txt
